volume,plate,ia_id,leaf,caption_ocr,caption_latin,agrees,orientation,caption_top,fold_out,note
V,15,birdsAustraliav5Goul,68,Simp. EMER DTA LNNROEE ne nld an AL Go,Polytelis Barrabandi,yes,portrait,0.945,,Vision OCR: POLYTELIS BARRABANDI.
V,16,birdsAustraliav5Goul,72,OLYTELIS MELANT ter delice Lith. Halland & Walton Imp. J. Goald and H-C-Rice,Polytelis melanura,yes,portrait,0.920,,Vision OCR: POLYTELIS MELANURA.
V,17,birdsAustraliav5Goul,76,"eae ATUS . is AS GRIF S CA r andl LA fichier del © S boul,",Aprosmictus scapulatus,yes,portrait,0.930,,"Vision OCR: APROSMICTES SCAPULATUS,"
V,18,birdsAustraliav5Goul,80,IRC ile i RY] tES iA fidimandel Lp. G A bouldiand WC Kuhio bl &,Aprosmictus erythropterus,yes,portrait,0.960,,"Vision OCR: APROSMUTTS ERYTEROPTERUS,"
V,19,birdsAustraliav5Goul,84,"J, tronta 77 Fy, ( Hitirnoandte luge,",Platycercus semitorquatus,yes,portrait,0.933,,Vision OCR: PLATYCERCUS SEMITORQUATUS.
V,20,birdsAustraliav5Goul,88,"rc scrapes Ge Ht, Fallucanded fi é wld and AC Kichter de ek beth. C I.E",Platycercus Baueri,yes,portrait,0.912,,Vision OCR: PLATYTEROUS BATERE Vy&Hos
V,21,birdsAustraliav5Goul,92,"Y, C24. lallpanidel Ly es Xs iS x & GY A Via Htc hd and LL,",Platycercus Barnardi,yes,portrait,0.951,,Vision OCR: PLATYCERCUS BARNARDI: Vig& Horsf
V,22,birdsAustraliav5Goul,96,"PLATYCERCUS ADELAIDE: Coxdd. i - | J&L Could: deb. to tit. 0 Hadlmandel Lng,",Platycercus Adelaidiae,yes,portrait,0.909,,Vision OCR: PILATYCERCUS ADELAIDIAE: Gould
V,23,birdsAustraliav5Goul,100,"S oid cad Hl-Richtor del Att PLATYCERC! ene am, memes SCN Seer eptM Toei TS PENN Weenie gee eqns es ABI ANTII, fiullenmdd. & Walt Trg.",Platycercus Pennantii,yes,portrait,0.948,,Vision OCR: PLATYCERCUS PENNANTH.
V,24,birdsAustraliav5Goul,104,iS. y i i MN ir any \i \ N i A Ib v AY] \ = | | RCT ‘ TR Ch TY LA’ ile Titlnandel & Wotton Ling ould cons HC Hrehter Ah & bith “4 SAG,Platycercus flaviventris,yes,portrait,0.943,,Vision OCR: PLATYCERCUS FLAVIVENTRIS.
V,25,birdsAustraliav5Goul,108,"UUW, “0 PLATYCERCUS FLAVEOLUS: 4 SS S S S N S RY wht",Platycercus flaveolus,yes,portrait,0.855,,Vision OCR: PLATYCERCUS FLAVEOLUS: Gould
V,26,birdsAustraliav5Goul,112,PLATYCERCUS PALLICEPS : Zig. SbLe Could deb ow lth : ; : CLiblmanded Lp.,Platycercus palliceps,yes,portrait,0.848,,Vision OCR: PHATYCERCUS PALIICEPS: Vig:
V,27,birdsAustraliav5Goul,116,si Uf Valh Hidimandel X: SGoold and HCRichta: dd a-bth. ¢ Tip.,Platycercus eximius,yes,portrait,0.923,,read from image
V,28,birdsAustraliav5Goul,120,"\\ \ } can DIEDUS : Gow he to Hullmande, & Walton lay Comal aul LC Richter det ef",Platycercus splendidus,yes,portrait,0.936,,Vision OCR: PLATYCERCUS SPLENDIDUS: Gould
V,29,birdsAustraliav5Goul,124,"PLATYCERCUS ICTEE J Gould and HCKic > Aeh et bith del 7 / A Gould and HC Richter Ach & lith, Hillnondel & Walton Trp.",Platycercus icterotis,yes,portrait,0.909,,Vision OCR: PLATYCERCUS ICTEROTIS.
V,30,birdsAustraliav5Goul,128,"Si : Fallanadel & Walter Lrg. ATYCERCUS IGNITU SF. Gouldand HC Kichter dd lithe, n",Platycercus ignitus,yes,portrait,0.907,,"Vision OCR: PLATYCERCUS IGNITUS:Zeadb,"
V,31,birdsAustraliav5Goul,132,A. Could and IC Richter del cb lity. EY CI m5 1D CONE x NENOIEMOE SS) Al Us Hig:& Horsf: C Haltinandel Lap.,Platycercus Brownii,yes,portrait,0.903,,Vision OCR: PLATYCERCUS BROWNIL:Vig&Horsf
V,32,birdsAustraliav5Goul,136,"PLATYCERCUS PILEATUS: lig, LGoukda and ECKichler dl alith. Kudirwanded & altar fruze",Platycercus pileatus,yes,portrait,0.966,,Vision OCR: PLATYCERCUS PILEATUS: Vig.
V,33,birdsAustraliav5Goul,140,"Cad ond BCRichier del vtith, PSEPHO TI US Hé®MATOGASTER: Goald",Psephotus haematogaster,yes,portrait,0.928,,Vision OCR: PSEPHOTUS HAMATOGASTER: Cold.
V,34,birdsAustraliav5Goul,144,MUS: Gould. Halliamdel & Walter Lrg. J boul and HEL,Psephotus pulcherrimus,yes,portrait,0.883,,Vision OCR: PSEPHOTUS PULCHERRIMUS: GOuld.
V,35,birdsAustraliav5Goul,148,< PSEPHOTUS MULTICOLC T Gould and HCRichter dal et hid. Fillnanded & Weltow Lig,Psephotus multicolor,yes,portrait,0.973,,Vision OCR: PSEPHOTUS MULTICOLOR.
V,36,birdsAustraliav5Goul,152,"PSEPHOTUS HEMATONOTUS. Anna and HoRihier det ue tith. Hidlmandd & Walton tmp, f 1 uw",Psephotus haematonotus,yes,portrait,0.930,,Vision OCR: PSEPHOTUS HÆMATONOTUS.
V,37,birdsAustraliav5Goul,156,ThE Coubd aeaie EUPHEMA CHRYS OSTOMA: Wagl. 0 Fablmandel Ing: os,Euphema chrysostoma,yes,portrait,0.878,,Vision OCR: EUPHEMA CHRYSOSTOMA: Wagl:
V,38,birdsAustraliav5Goul,160,EUPHEMA ELEGANS: Goud CLudimandel liye,Euphema elegans,yes,portrait,0.888,,Vision OCR: EUPHEMA ELEGANS: Goud
V,39,birdsAustraliav5Goul,164,"EUPHIE MA AUIRAN TIA: Gould. ie S&L. Contd del! Lane §3 C Hellmandd Jap,",Euphema aurantia,yes,portrait,0.942,,Vision OCR: EUPHEMA AURANTIA: Gud
V,40,birdsAustraliav5Goul,168,UPHEMA P Sealand EC Richter del cb lithy CLelbnendel bap.,Euphema petrophila,yes,portrait,0.884,,Vision OCR: EUPHEMA PETROPHILA: Could.
V,41,birdsAustraliav5Goul,172,CHallmande Lr — L i] MS lie AVG Gon,Euphema pulchella,yes,portrait,0.944,,Vision OCR: FUPHEMA PTLTHELLA:Wag!
V,42,birdsAustraliav5Goul,176,">a Fultmanded & Walton lp. Gould, ° ° EUPHEMA SPLENDIDA J Gold and Chica dd blith,",Euphema splendida,yes,portrait,0.918,,Vision OCR: EUPHEMA SPLENDIDA: Gould.
V,43,birdsAustraliav5Goul,180,I WIP TUB TA 13 © U0 IRI.,Euphema Bourkii,yes,portrait,0.911,,Vision OCR: EUPHEMA BOURKI.
V,44,birdsAustraliav5Goul,184,"MELOPSITTACUS UNDULATUS. LOL Contd dal, C Hulimandel Linge",Melopsittacus undulatus,yes,portrait,0.933,,Vision OCR: MELOPSITTACUS UNDULATUS.
V,45,birdsAustraliav5Goul,188,"NYMPHICUS NOVA,-HOLLAN IDILAS; (Wagl) Dram on Ste by Lk E boule from aJraving by Eien lear : Binied ty C Hedlenande. te",Nymphicus Novae-Hollandiae,yes,portrait,0.930,,"Vision OCR: NYMPHICUS NOVÀ - HOLMANDIA, Wag!:/"
V,46,birdsAustraliav5Goul,192,"ais Sa i Pee ee at at bata iss sis een as Soe ; ? ‘ hinge VOU 9 puprer me ige , ‘ UY TP PP AIVYOVT Ef Pu pyqg : 1 2 Th? SS OW Ow Si aad Z. ala",Pezoporus formosus,yes,landscape,,,Vision OCR: PEZOPORUS FORMOSUS:™
V,47,birdsAustraliav5Goul,196,LAT HAM US in Baza) (Ee: nla debe GE Jb EG,Lathamus discolor,yes,portrait,0.970,,Vision OCR: LATHAMUS DISCOLOR.
V,48,birdsAustraliav5Goul,200,"NSONID: Jarl £ 5206. , | CHillmante Linz, S WAT i fnal de agit NUL ihtey a",Trichoglossus Swainsonii,yes,portrait,0.910,,Vision OCR: TRICHOGHOSSUS SWAINSONII: Jard:&Seb:
V,49,birdsAustraliav5Goul,204,Lh lyin,Trichoglossus rubritorquis,yes,portrait,0.947,,Vision OCR: TRIHOCLOSSTS BUBRITORQUIS: IgXZY
V,50,birdsAustraliav5Goul,208,IGLOSSUS CHLOROLEPH DOTS 3 fad & seb: 4 C Fiallnvas J Coad andl Eichten deb et lity,Trichoglossus chlorolepidotus,yes,portrait,0.938,,Vision OCR: TRICHOGLOSSUS CHLOROLEPIDOTTS: Jard &YG:
V,51,birdsAustraliav5Goul,212,aes Sea Ph sins Ve > 2 Y LOR -O 1 My y y ENOEE } i Vit ¢ J ( — if : e Lulimmamde Linge fe veld anh HC Bichter def,Trichoglossus versicolor,yes,portrait,0.945,,Vision OCR: TRICHOGLOSSUS VERSICOLOR:
V,52,birdsAustraliav5Goul,216,SSUS CONCINNUS: My: & Horsf: Jbold and Ht Hicdter del ut bith.,Trichoglossus concinnus,yes,portrait,0.918,,Vision OCR: TRICHOGLOSSUS CONCINNUS: Vig: & Horsf:
V,53,birdsAustraliav5Goul,220,TRICHOGLOSSUS PORPHYROCEPHALUS: Det TLE Goulds dal Ae,Trichoglossus porphyrocephalus,yes,portrait,0.913,,Vision OCR: TRICHOGLOSSUS PORPHYROCEPHALUS: Det
V,54,birdsAustraliav5Goul,224,Libeerbe cur Bt A bs ay CHidlbhyandel Lng. Lek Ze bith.,Trichoglossus pusillus,yes,portrait,0.928,,Vision OCR: TRICHOGLOSSUS PUSILLUS; Vig: & Horsf
V,55,birdsAustraliav5Goul,228,,Ptilinopus Swainsonii,yes,portrait,0.911,,read from image
V,56,birdsAustraliav5Goul,232,Le pera ae 6 Parllinandtel yp,Ptilinopus Ewingii,yes,portrait,0.910,,read from image; caption_top measured by eye against a ruler on the image
V,57,birdsAustraliav5Goul,236,"PPUS SUPERBU Sia, aud HACIBE Ti: AM Ob MB CHilimandel Lug.",Ptilinopus superbus,yes,portrait,0.925,,"Vision OCR: PTILINDPUS SUPERBUS,"
V,58,birdsAustraliav5Goul,240,CARPOPHAGA MAGNIFICA. J Guslad and HC Rite AA a hte dallonandd ke Winltorw Pay,Carpophaga magnifica,yes,portrait,0.909,,Vision OCR: CARPOPHACA MAGNIFICA.
V,59,birdsAustraliav5Goul,244,"SCould and AC Rudiver dad & lithe, CAIR POP! ALA. GA I LEUCOM BLA. - CLiinlimandel lng.",Carpophaga leucomela,yes,portrait,0.944,,Vision OCR: CARPOPHAGA LEUCOMELA.
V,60,birdsAustraliav5Goul,248,Stee 4 Co Hallmandd. J Could an,Carpophaga luctuosa,yes,portrait,0.937,,Vision OCR: CARPOPHACA LUCTUOSA
V,61,birdsAustraliav5Goul,252,,Lopholaimus Antarcticus,yes,portrait,0.937,,Vision OCR: LOPHOLAIMUS ANTARCTICUS: GR Gray
V,62,birdsAustraliav5Goul,256,"tHablianudel Lop. iw hed eb lith, J bculd and HOR",Chalcophaps chrysochlora,yes,portrait,0.930,,Vision OCR: CHALCOPHAPS CHRYSOCHLORA.
V,63,birdsAustraliav5Goul,260,,Leucosarcia picata,yes,landscape,,,read from image
V,64,birdsAustraliav5Goul,264,,Peristera chalcoptera,yes,landscape,,,read from image
V,65,birdsAustraliav5Goul,268,"YN PP YI, PUP PPO2 ‘ ; . ee a (es Heese dBA AUSTEN",Peristera elegans,yes,landscape,,,Vision OCR: PERISTERA ELEGANS.
V,66,birdsAustraliav5Goul,272,,Peristera histrionica,yes,landscape,,,Vision OCR: PERISTERA HISTRIONICA: GoA
V,67,birdsAustraliav5Goul,276,,Geophaps scripta,yes,landscape,,,read from image
V,68,birdsAustraliav5Goul,280,"CLIO AIG OAL AAPL oA i 4 4 2272 Dif? a"" a . . ine ae ce See Bi ile SE eT ee ee a ren i i lat a a = 2 7 = _ . = ss r = eens , ii ccna . 4 . . . si ii ™ si = aay = ee : * > TH { x ¥ Me Sad ere Runerepem",Geophaps Smithii,yes,landscape,,,Vision OCR: PS SMITH
V,69,birdsAustraliav5Goul,284,,Geophaps plumifera,yes,landscape,,,read from image
V,70,birdsAustraliav5Goul,288,OCYPHAPS LOPHOTE A Goulds cnbk MAOKGE diter ded Meth.,Ocyphaps Lophotes,yes,portrait,0.898,,Vision OCR: OCYPHAPS LOPHOTES:
V,71,birdsAustraliav5Goul,292,a ome | ne QOD ST NNAAIALVY VSS VAdOULad _— | Se eo,Petrophassa albipennis,yes,landscape,,,Vision OCR: PETROPHASSA ALBIPENNIS: Goud
V,72,birdsAustraliav5Goul,296,1 teoutd and HC. Kichtes det et lth ee CO hidanandel hyp. *,Geopelia humeralis,yes,portrait,0.929,,Vision OCR: GEOPELIA HUMERALIS.
V,73,birdsAustraliav5Goul,300,CEROPELIA TRAN QUILLAs Could Paes ; Fillnanded & Waltow Lup. Téould and HC Hachtr Hel at Lith.,Geopelia tranquilla,yes,portrait,0.904,,Vision OCR: GEOPELIA TRANQUILIA: Could:
V,74,birdsAustraliav5Goul,304,Thoda and Wee Kichter del & lth. Tillinandd & Walton Lup.,Geopelia cuneata,yes,portrait,0.923,,"Vision OCR: GEDPELIA CUNEATA,"
V,75,birdsAustraliav5Goul,308,F * 4 ° . TAN KILDA. Tbonld ond LC Raditer del brit. ; C Hdlmandel Th,Macropygia Phasianella,yes,portrait,0.890,,Vision OCR: MACROPYCIA PHASTANÈLLA.
V,76,birdsAustraliav5Goul,312,PLMZ VOPLIENA SV POWVIUA YING S YD IA Tepe AeLY2T 2D FE per ppaog “/ _ PEL? SVALLS OSD TeLILS WO) CLOTH IW NPS),Gnathodon strigirostris,yes,landscape,,,Vision OCR: GNATHODON STRICIROSTRIS: Jard
V,77,birdsAustraliav5Goul,316,DPEEL DAME PEE DI . aoaiieete . on . - a saa Al NO TEN alia Sea SP WS ED al eS Sey,Talegalla Lathami,yes,landscape,,,read from image; letters partly in the gutter
V,78,birdsAustraliav5Goul,320,"VZZZZEXKAE NA) aia , sae",Leipoa ocellata,yes,landscape,,,Vision OCR: CE LIATA : Goul
V,79,birdsAustraliav5Goul,324,|,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 325 opens ""MEGAPODIUS TUMULUS, Gowda. -Mound-raising Megapode. Megapodi""; subject consistent"
V,80,birdsAustraliav5Goul,328,": te : ' re duly pepunupuy 7 : 9p yy09 HP / | | ee 79709 3 Nall VIM W, GOIN N ONC sae",Pedionomus torquatus,yes,landscape,,,Vision OCR: PEDIONOMUS TORQUATUS: Goud
V,81,birdsAustraliav5Goul,332,uy ALIN ALY Ppreweouaypay RY P PP CYpPYT.)-H pre pyso4 fp a : pm) TALL SVOONV TTA SOTCOd aA aun,Hemipodius melanogaster,yes,landscape,,,Vision OCR: HEMIPODIUS MELANOGASTER: Gould.
V,82,birdsAustraliav5Goul,336,YD PP AMYpNy.) fF pun pp,Hemipodius varius,yes,landscape,,,Vision OCR: HEMIPODIUS VARIUS.
V,83,birdsAustraliav5Goul,340,: i : Ss MANY 4 pp AQUOS “) abil (PUD PyNVD “f? spe SII,Hemipodius scintillans,yes,landscape,,,Vision OCR: HEMIPODIUS SCINTILLANS: Goald.
V,84,birdsAustraliav5Goul,344,r aoe aia peg SL LONV TANT SOIC Oa TAT ee EO Oa . PRS eesreneeo,Hemipodius melanotus,yes,landscape,,,Vision OCR: HEMIPODIUS. MELANOTUS: Gould.
V,85,birdsAustraliav5Goul,348,diz pprevunpay 2 ai : = i : Sh ha A Ad il OVP Diy GLEE G ZOU FF,Hemipodius castanotus,yes,landscape,,,Vision OCR: HEMIPODIUS CASTANOTUS: Goald
V,86,birdsAustraliav5Goul,352,ity paprmorugyay 9 PT2ED XV AO) AL OUAA dl SOULE dl WAY SET se,Hemipodius pyrrhothorax,yes,landscape,,,Vision OCR: HEMIPODIUS PYRROTHORAX: Guld
V,87,birdsAustraliav5Goul,356,DP MPLODY GA : PYPOD * SDMA SAC ad WAY SLIAE oe 3 . “4 : UL VYPPVEVP UN PUY ),Hemipodius velox,yes,landscape,,,Vision OCR: HEMPODЛUS VELOX: Gould
V,88,birdsAustraliav5Goul,360,\ Hallmandd & Walton Lip. Gould. BY o EKCTORALIS J Gould and HEC Recher del. ot lithe.,Coturnix pectoralis,yes,landscape,,,Vision OCR: COTURNIX PECTORALIS: Gould
V,89,birdsAustraliav5Goul,364,Lay prema,Synoicus Australis,yes,landscape,,,Vision OCR: SYNOICUS AUSTRALIS.
V,90,birdsAustraliav5Goul,368,ee ig : i uy orp Be yop wy . : } EGE NEARER TE FAIIO FAIRLIE a | | : “ppg 2 SVS ALATA SS,Synoicus Diemenensis,yes,landscape,,,Vision OCR: SYNOICUS DIEMENENSIS: Could.
V,91,birdsAustraliav5Goul,372,ey woupayy » Praugyea Re Dp OL UT TH pre pynrg,Synoicus sordidus,yes,landscape,,,Vision OCR: SYNOICUS SORDIDUS.
V,92,birdsAustraliav5Goul,376,ee ) ne | “SISNWNIHO SMOTONAS satinnpantnst ca,Synoicus Chinensis,yes,landscape,,,Vision OCR: SYNOICUS CHINENSIS.
VI,1,birdsAustraliav6Goul,12,or QT - SW yu aenoy.capeayy ha vup7e we pus seam uit! Maney aig seg x \,Dromaius Novae-Hollandiae,yes,landscape,,,Vision OCR: DROMAIUS NOVE-HOLLANDLE.
VI,2,birdsAustraliav6Goul,16,,Apteryx australis,yes,landscape,,,read from image
VI,3,birdsAustraliav6Goul,20,,Apteryx Owenii,yes,landscape,,,Vision OCR: APTERYX OWENH:
VI,4,birdsAustraliav6Goul,24,Ai pope ways itt] |) : boyy 9 20 YT) if HOO (SN NVISWIVELLS AV SILLO ©,Otis australasianus,yes,landscape,,,Vision OCR: DTIS ATSTRATASIAS GOuid
VI,5,birdsAustraliav6Goul,28,,Oedicnemus grallarius,yes,landscape,,,read from image
VI,6,birdsAustraliav6Goul,32,"ee ee , ANY P EP PLP PUP 7",Esacus magnirostris,yes,landscape,,,Vision OCR: FSACUS MAGNIROSTRIS.
VI,7,birdsAustraliav6Goul,36,Php uasiinyy 6 S ed O LW TAT? I,Haematopus longirostris,yes,landscape,,,Vision OCR: HÆMATOPUS LONCIROSTRIS: Gould.
VI,8,birdsAustraliav6Goul,40,yo } WY ppd) 7? TAN AEOWAD NY OM DILL PLD Ve y yp P22 pypuUn Vay JV buy wayyy pre pox eerie,Haematopus fuliginosus,yes,landscape,,,Vision OCR: HÆMATOPUS FULIGINOSUS: Gould.
VI,9,birdsAustraliav6Goul,44,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 45 opens ""LOBIVANELLUS LOBATUS. Wattled Pewit. Tringa lobata, Lath. In""; subject consistent"
VI,10,birdsAustraliav6Goul,48,"yyy VU), Vy) . ee ¥ —— iter eat . . — oe — = = ™” pet) Yo ; PRED POV TEN OO SS id",Lobivanellus personatus,yes,landscape,,,Vision OCR: TOBINANELLLE PERSONATUSCZY
VI,11,birdsAustraliav6Goul,52,i aamecaaalaceaalnacaaalaaaae — ia roLotd ST TOnd Onrres ee | ai einer ee,Sarciophorus pectoralis,yes,landscape,,,Vision OCR: SARCIOPHORIS PECTORALIS.
VI,12,birdsAustraliav6Goul,56,"- —, Oar atopy 9¢ pyr eoneyptagy ical WYP BP INN 7.4 UO pyn0g ¢ ee “VOLLGATIE VIOWVLVOOS are : ‘ Vb",Squatarola helvetica,yes,landscape,,,Vision OCR: SQUATARDLA HELVETICA.
VI,13,birdsAustraliav6Goul,60,— — . ) DP PP ALPRT DAY PUB YAS fe i | — PY SOT AHOOHLNVY SOIWaAVYVHO igi | : aaa ed,Charadrius xanthocheilus,yes,landscape,,,Vision OCR: CHARADRIUS XANTHOCHEILUS: Wagl
VI,14,birdsAustraliav6Goul,64,cae oe ) GHARAIDIRE,Charadrius veredus,yes,landscape,,,Vision OCR: VEREDUS: Gould
VI,15,birdsAustraliav6Goul,68,Gay sue cin AEN,Eudromias australis,yes,landscape,,,Vision OCR: EUDROMIAS AUSTRALIS: Could
VI,16,birdsAustraliav6Goul,72,,Hiaticula bicincta,yes,landscape,,,read from image
VI,17,birdsAustraliav6Goul,76,= ae ve ere ee a ‘ : ; ‘,Hiaticula ruficapilla,yes,landscape,,,Vision OCR: HIATICULA RUFICAPILLA.
VI,18,birdsAustraliav6Goul,80,TDS TA NYSED VIEL nepnen sap fy uci naory admnoyy nto asin,Hiaticula monacha,yes,landscape,,,Vision OCR: HIATICULA MONACHA.
VI,19,birdsAustraliav6Goul,84,MIT Vt. CL ae Le 2p) PINION WLI CHET i PP OLpPRT I Hew pgp,Hiaticula inornata,yes,landscape,,,Vision OCR: HIATICTLA INORNATA:Gould
VI,20,birdsAustraliav6Goul,88,,Hiaticula nigrifrons,yes,landscape,,,read from image
VI,21,birdsAustraliav6Goul,92,- oo Peo SL ONY SkNOVOTMLAT ica ii ee nnn a ee gis amen,Erythrogonys cinctus,yes,landscape,,,Vision OCR: ERYTHROCONYS CINCTIS: Ga
VI,22,birdsAustraliav6Goul,96,\ Guy Woyesy ¥ 7} EEN DGD CORPSE DIT (LVAD [ELEY TE omavernene a,Glareola grallaria,yes,landscape,,,Vision OCR: GLAREOLA GRALLARIA: Temm:
VI,23,birdsAustraliav6Goul,100,hit] MOLY) I PP VOUyypony YT SVN IN da,Glareola orientalis,yes,landscape,,,Vision OCR: GLAREOLA ORIENTALIS: Leach
VI,24,birdsAustraliav6Goul,104,,Himantopus leucocephalus,yes,landscape,,,read from image
VI,25,birdsAustraliav6Goul,108,Booed en ore =,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 109 opens ""HIMANTOPUS NOV 4-ZELANDIA, Goud New Zealand Stilt. Himantopu""; subject consistent"
VI,26,birdsAustraliav6Goul,112,"te es SHEP, tS!",,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 113 opens ""CLADORHYNCHUS PECTORALIS, &@. RB. Gray. Banded Stilt. Leptor""; subject consistent"
VI,27,birdsAustraliav6Goul,116,,Recurvirostra rubricollis,yes,landscape,,,read from image
VI,28,birdsAustraliav6Goul,120,ii lace Se PMG Ca Ty tN Ee COIN _,Limosa melanuroides,yes,landscape,,,Vision OCR: MOSA MELANUROIDES
VI,29,birdsAustraliav6Goul,124,,Limosa uropygialis,yes,landscape,,,Vision OCR: LIMOSA UROPYGIALIS: Could.
VI,30,birdsAustraliav6Goul,128,: Auy won YY pperuapagy PLAY PP OLYENEDH PMn pynog “[ STIVeLLS OV SIT DINGO OS — a | ae,Schoeniclus australis,yes,landscape,,,Vision OCR: SCHONICLUS AUSTRALIS.
VI,31,birdsAustraliav6Goul,132,WNP PP OME RED- IE PUP pps p,Schoeniclus albescens,yes,landscape,,,Vision OCR: SCHONICLUS ALBESCENS.
VI,32,birdsAustraliav6Goul,136,~ SHLVIOUveEns SUTOINOHIS ed,Schoeniclus subarquatus,yes,landscape,,,Vision OCR: SCHONICLUS SUBARQUATUS.
VI,33,birdsAustraliav6Goul,140,=e we — =e = { Pa i — ‘saoes: sy ‘ti i TAED © SIMONE OU IN SAT DINGOHID S \ \ ‘ ¢ — YD PP AONENET A PVP PPO,Schoeniclus magnus,yes,landscape,,,Vision OCR: SCHONICLUS MAGNUS: Gould.
VI,34,birdsAustraliav6Goul,144,C 7 th 1 A ae EN,Terekia cinerea,yes,landscape,,,Vision OCR: TEREKIA CINEREA.
VI,35,birdsAustraliav6Goul,148,wa ia miata laa Ee — ii aaa ine iain er rem a : i = Ss 3 : y © Yo aN z : : — oe LI! VSN SiG Dv,Actitis empusa,yes,landscape,,,Vision OCR: ACTTTIS EMPUSA:Gould
VI,36,birdsAustraliav6Goul,152,,Glottis glottoides,yes,landscape,,,read from image; plate: GLOTTOÏDES
VI,37,birdsAustraliav6Goul,156,,Totanus stagnatilis,yes,landscape,,,"Vision OCR: TOTANUS STAGNATILIS,"
VI,38,birdsAustraliav6Goul,160,,Totanus griseopygius,yes,landscape,,,read from image
VI,39,birdsAustraliav6Goul,164,"a aap Mor Ye PV Maye: ; or | YL PP OLY) Hl PUD pag 7 : eee | “Salida aL LNI SW WSd at S cut’ ry """,Strepsilas interpres,yes,landscape,,,Vision OCR: STREPSILAS INTERPRES.
VI,40,birdsAustraliav6Goul,168,,Scolopax australis,yes,landscape,,,Vision OCR: SCOLOPAX AUSTRALIS: Lath
VI,41,birdsAustraliav6Goul,172,ca eis Saeed,Rhynchaea australis,yes,landscape,,,read from image; partly in the gutter
VI,42,birdsAustraliav6Goul,176,Fallmandel & Welton Leys. Gould. gs o « iad! ‘ TRAIL 7 A A MO aes CUM JN ‘Richter del bith. 2 / J Gould and EE €,Numenius australis,yes,landscape,,,Vision OCR: NUMENIUS AUSTRALIS: Gould
VI,43,birdsAustraliav6Goul,180,,Numenius uropygialis,yes,landscape,,,Vision OCR: NUMETIUS UROPYGIAITS:G
VI,44,birdsAustraliav6Goul,184,,Numenius minutus,yes,landscape,,,Vision OCR: WUMENIUS MIN UTUS: Gould
VI,45,birdsAustraliav6Goul,188,RP PP MIO 7 fe PUR ey ti ~Y hitgy Zip PULPILY 7 ise LPNS hl betes Tre. 9g CAGU 9! amy a,Geronticus spinicollis,yes,landscape,,,Vision OCR: GERONTICUS SPINICOLLIS.
VI,46,birdsAustraliav6Goul,192,"+ WAAC RSE PLES G Rca digi babes aE,",Threskiornis strictipennis,yes,landscape,,,read from image; lower half of letters in the gutter
VI,47,birdsAustraliav6Goul,196,"URDLP, PAP? POVY PPA PLE PPP? OT IAL f=",Falcinellus igneus,yes,landscape,,,read from image
VI,48,birdsAustraliav6Goul,200,AGOud and H-CRichter dd,Grus australasianus,yes,portrait,0.960,,Vision OCR: CRUS AUSTRALASIANUS: Gould®
VI,49,birdsAustraliav6Goul,204,,Platalea flavipes,yes,portrait,0.948,,Vision OCR: PLATALEA TLAVIPES: Gol
VI,50,birdsAustraliav6Goul,208,Ltidlinayndid Lr,Platalea regia,yes,portrait,0.959,,Vision OCR: PLATALFA REGIA:Goud
VI,51,birdsAustraliav6Goul,212,J. bCovild and AC-Richter dd cw lih. MYC TERIA Aw { bs \) — Dwi a ay aa ae S TRAILS 3 Lath -Hillmanda & Welton Imp-,Mycteria australis,yes,portrait,0.959,,Vision OCR: MYCTERIA ATSTRALIS: Lath
VI,52,birdsAustraliav6Goul,216,MAL DP PIPE AOU PPD TY YP Ppt? SO ae ei,Ardea pacifica,yes,landscape,,,Vision OCR: ARDBA PACIFTCA
VI,53,birdsAustraliav6Goul,220,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 221 opens ""ARDEA NOV A#=HOLLAN DIA, Lath. White-fronted Heron. Ardea No""; subject consistent"
VI,54,birdsAustraliav6Goul,224,pieoeneontet we abe EG Ltd ficht (CSé Ie ore cod Z he AG,Ardea rectirostris,yes,portrait,0.964,,Vision OCR: ARDEA RECTIROSTRIS: Gould
VI,55,birdsAustraliav6Goul,228,"ald. » Ci o Oo js ze ELAR, ] P 7 4 D 4 } c ( y | DEA LIB IK A bith bel Richter dz re) Gould and AC J cod",Ardea leucophaea,yes,portrait,0.953,,Vision OCR: ARDEA LEUCOPHÆA: Goud
VI,56,birdsAustraliav6Goul,232,,Herodias syrmatophorus,yes,landscape,,,read from image
VI,57,birdsAustraliav6Goul,236,auamenunecayen,Herodias plumiferus,yes,landscape,,,read from image; partly in the gutter
VI,58,birdsAustraliav6Goul,240,OE,Herodias immaculata,yes,landscape,,,read from image; partly in the gutter
VI,59,birdsAustraliav6Goul,244,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 245 opens ""HERODIAS PANNOSUS. Sombre Egret. Herodias pannosus, Gould in""; subject consistent"
