volume,plate,ia_id,leaf,caption_ocr,caption_latin,agrees,orientation,caption_top,fold_out,note
II,84,birdsAustraliav2Goul,344,"J could wand HL CHachter ded ey th, REIPIDURA 12 WELLER (@ AW Wa epiese els Hotlnandl & Malton Sup",Rhipidura rufifrons,yes,portrait,0.890,,Vision OCR: RHIPIDURA RUFIFRONS.
II,85,birdsAustraliav2Goul,348,"* ' fhe er al i em) t } na! 5 ie pe. |, ™ IRA: Gold. | : Sinllmandl & Wilton Sry IRECIPTDUIBRA Is \ J. Gould and. HE Hichier del obite. ay",Rhipidura isura,yes,portrait,0.894,,Vision OCR: RHIPIDURA ISURA: Could
II,86,birdsAustraliav2Goul,352,"RA MOTACILLOUDE S: lig Horsf. JS Gould and NCR ichiter Ad Kill, Hallnandad £ Walton Trap.",Rhipidura Motacilloides,yes,portrait,0.904,,Vision OCR: RIPIDURA MOTACILLOÏDES:Vg& Horsf:
II,87,birdsAustraliav2Goul,356,J Gould and HOCRichion Ad celith. “7 i an Ts RISUBA INQUIET Hullinunded & Waltow Lp.,Seisura inquieta,yes,portrait,0.942,,"Vision OCR: SEISURA INQUIETA,"
II,88,birdsAustraliav2Goul,360,"LS: Gould CLiitthuande, Lip.",Piezorhynchus nitidus,yes,portrait,0.928,,Vision OCR: PIEZORHYNCHUS NITIDUS: Guld.
II,89,birdsAustraliav2Goul,364,MYIAGRA PLUMBEA: Wg & Hong: Gould andl HC Hider dh bli. Hallinandel &: Walton Imp.,Myiagra plumbea,yes,portrait,0.870,,Vision OCR: MYIACRA PLUMBEA: Vig &llorf
II,90,birdsAustraliav2Goul,368,Hiulimandel & Walton feng s\\ S Gould and A Richter del & bith :,Myiagra concinna,yes,portrait,0.854,,Vision OCR: MYIAGRA CONCINNA:Gould
II,91,birdsAustraliav2Goul,372,he % ey ei eh. MEISE II : < Gould. 2 o \ NUT ILDA K { & Hallinrandd £ Walton bog MYIAGIRA fbould and FCRichter del et Gith.,Myiagra nitida,yes,portrait,0.895,,Vision OCR: MYIACRA WITIDA: Coatd.
II,92,birdsAustraliav2Goul,376,"J. Coad and F.C Buchter del & bith. V1 [AGRA LATIROS’ PIRES: Could WeMireesoilll ke Wile, age a.",Myiagra latirostris,yes,portrait,0.886,,Vision OCR: MYIAGRA LATIROSTRIS: Gould
II,93,birdsAustraliav2Goul,380,"MICRGCA MACROPTERA, S Gould and HC Richter del cr lith,",Microeca macroptera,yes,portrait,0.835,,Vision OCR: MICROCA MACROPTERA.
II,94,birdsAustraliav2Goul,384,IN: Geuld. +h . eaten 1 Goold: cad HEC Ric we del ch bith,Microeca flavigaster,yes,portrait,0.954,,Vision OCR: MTCROCA FLAVIGASTER:Gould.
II,95,birdsAustraliav2Goul,388,"< =— "" —_ lice ctoamtiectin sh eatin"" ~* Ran emcee SoHE ai TA ‘ el ‘Sottero. 7 ; etic ttn oom = — meena SN ee ; emporio ee aka Well Rives Gane ee ae a mA, 7 J \ CARINA jes xz TT AIRC y= DION Hualltman",Monarcha carinata,yes,portrait,0.930,,Vision OCR: MONARCHA CARINATA
II,96,birdsAustraliav2Goul,392,"MON, J Gould ond H-CRiechter dd & ith.",Monarcha trivirgata,yes,portrait,0.940,,Vision OCR: MONARCHA TRIVIRGATA.
II,97,birdsAustraliav2Goul,396,GERYGON TS ALBOGULAIRIS : Gold J Gould and HO Lichien dl cb bith. ; Fiallinwanaded & Wilton Lap .,Gerygone albogularis,yes,portrait,0.874,,Vision OCR: GERYCONE ALBOGULARIS: Gould
II,98,birdsAustraliav2Goul,400,GERYGONE FUSCA: Goudd J Gold and Hl-Richter dh & hth. ‘ - Eulimanddl & Wedeon Sip.,Gerygone fuscus,yes,portrait,0.881,,Vision OCR: GERYGONE FUSCA: Gould.
II,99,birdsAustraliav2Goul,404,"GERYGONE CULLCIVORUS: Gold. - J Could andl Chichtor dd clit. Hullenuade & Waltor loys,",Gerygone culicivorus,yes,portrait,0.889,,Vision OCR: CERYGONE CULICIVORUS: Gould
II,100,birdsAustraliav2Goul,408,GERYGONE MAGNITIROS TRIS: Gould | T Gould and HC Richter ad eb lith. Hiullmandd & Walton Limp.,Gerygone magnirostris,yes,portrait,0.891,,Vision OCR: GERYCONE MAGNIROSTRIS:Could
II,101,birdsAustraliav2Goul,412,; BRYGONE LASVI GAS TER = Goole J. bould and HC Richter del et ltd ;,Gerygone laevigaster,yes,portrait,0.922,,Vision OCR: GERYGOVE LEVIGASTER: Guld
II,102,birdsAustraliav2Goul,416,JS (wuld and LEC hichtor ddl vt hide. GERYGCONE CHLORONOTUS: Gould oe 3 Halbnandd & Walton Jnyp.,Gerygone chloronotus,yes,portrait,0.908,,Vision OCR: GERYCONE CHLORONOTUS: Gould.
II,103,birdsAustraliav2Goul,420,| SA bould and H.C. hichter ddl ut With. S ae) T {\ NY MICRORN IS BREVIROST RIGS: Gadd.,Smicrornis brevirostris,yes,portrait,0.931,,Vision OCR: SMICRORNIS BREVIROSTRIS:Gould.
II,104,birdsAustraliav2Goul,424,SMICRORNIS FLAVESCEN JGould and HC Richter del & litle. : Hallmandel & Walton Imp.,Smicrornis flavescens,yes,portrait,0.883,,Vision OCR: SMICRORNIS FLAVESCENS: Gould.
III,1,birdsAustraliav3Goul,12,"{ ffit/byisins/tf Tn*p. ■ f (-rf ■ i /jV tt > - i £l fis - ft/, ; <f / // E R YT11 R l) R R YA5 K i I DJ) i>' D RART hi I \ ,",Erythrodryas rhodinogaster,yes,portrait,0.933,,Vision OCR: ERYTHRODRYAS RHDDINDGASTER.
III,2,birdsAustraliav3Goul,16,"Zr/jK.Jd’ s'.U.'f ff(rJ?.khh'.-i eUZ? StfTHaOBlliS M O ■ ,R h’ \ • k _y i _i 'A. > • 'if'/ C. ffii Y/in/xjtki / Zwig’/.",Erythrodryas rosea,yes,portrait,0.965,,Vision OCR: KRYTHRDDRYAS ROSEA:Gald
III,3,birdsAustraliav3Goul,20,":p : K i' U i) I 0 A , V T 5 ; ""[ l r i r 0 I ■ O : R : . ? (■'. //n Uwtxf//u(> k / /wt/;. 1. (ron7.fi on/ H'C-'.R-<ohfa.r o/.C ■",Petroica multicolor,yes,portrait,0.956,,Vision OCR: PETROICA MТUTICOLOR:Swmx
III,4,birdsAustraliav3Goul,24,!. Gould r rlc.l e.fr hlh-. EMIT A AT K K ItMnuauUl Waltm- Hup.,Petroica erythrogaster,yes,portrait,0.903,,read from image; plate spells ERYTHROGASTER
III,5,birdsAustraliav3Goul,28,"JPETR:OICA &0©BIEJTO»S Joord:& J. O'rfx Zd ciytJ jS ,C\&<-Zu L cr /ZeZ^ t&n r/j / Imp.",Petroica Goodenovii,yes,portrait,0.894,,read from image
III,6,birdsAustraliav3Goul,32,"(kv Id 0*bd IFCiffdsJ'ter oUZ, IPETJROlfA PiMEI^ICEAs £cidd. ( '. ffii ds/u< n -ted mru",Petroica phoenicea,yes,portrait,0.943,,Vision OCR: PETRDICA PHŒNICEA: Guld
III,7,birdsAustraliav3Goul,36,( ■■ /firs. If.m/XJult :-/ /nyt.,Petroica bicolor,yes,portrait,0.946,,Vision OCR: PETROICA BICOLOR: Swans.
III,8,birdsAustraliav3Goul,40,"PTE TJR4D I CA I’M' S CA. : (kiiM. ,/ frjHs/.d- r.mJ ffdkJUcJiter- drf f C ffi/I | nrK/t'd l Irn//",Petroica fusca,yes,portrait,0.935,,Vision OCR: PETRDICA FTSCA:Gold
III,9,birdsAustraliav3Goul,44,0 / n FlTJllOICA S ITP E JR.C IM (0 § As Gould. J. (hrald (MuZ'Z£C'IiictiZxr‘ eZeZ cfr ZZfch/. ^SidZirut^yfZcfy & PVdltvrv Jjwjj.,Petroica superciliosa,yes,portrait,0.960,,Vision OCR: PETROICA SUPERCIOSA:Coula.
III,10,birdsAustraliav3Goul,48,"I ) B,YM 01) KB B 101 'IX O' E O P \ C- 1 A : CwM ■ ■' ':'OU.l-d- CVI'vrj, ffjj /0. <:'// tcfdel cl filh-crf. A ’ U ' ' l M rvf -Y <■■/ /sftf/.",Drymodes brunneopygia,yes,portrait,0.940,,Vision OCR: DRYMODES BRUNNEOPYCIA: Culd
III,11,birdsAustraliav3Goul,52,,Eöpsaltria Australis,yes,portrait,0.958,,Vision OCR: FÓPSALTRIA AUSTRALIS: Swais
III,12,birdsAustraliav3Goul,56,"’T.Crcr'ld a rid JdC' RfchUi- del e]/ llth KOPSAI/miA (& MI S IB O OIIILAMi 5 % GouM. , C Jfi-illnuzndl Jmp.",Eöpsaltria griseogularis,yes,portrait,0.858,,Vision OCR: EOPSALTRIA GRISEOGULARIS: Gould
III,13,birdsAustraliav3Goul,60,,Eöpsaltria leucogaster,yes,portrait,0.933,,Vision OCR: EOPSALTRIA LEUCOGASTER: Gould.
III,14,birdsAustraliav3Goul,64,d&Il. Gould del? MEFfllTIRA. SHTFffilEiBAs 4i C. ddiMmcondel Imp.,Menura superba,yes,portrait,0.975,,Vision OCR: MENURA SUPERBA: Shaw
III,15,birdsAustraliav3Goul,68,I&£ Could dtlf PSBPHBBES CJREPITA % V^ &Horcf C //iMmcorijtUZ Imp.,Psophodes crepitans,yes,portrait,0.934,,Vision OCR: PSOPHODES CREPITANS: Vig & Horsf
III,16,birdsAustraliav3Goul,72,*/ Ckmt/d' cmtl 7If‘. JUcYtfw del tl fult. PSOFUtOBES. I^IG-RO AMI S t Gould’. I'.22t4.lfontvii -del/. Imp.,Psophodes nigrogularis,yes,portrait,0.961,,Vision OCR: PSOPHODES. NICROCULARIS:Goald.
III,17,birdsAustraliav3Goul,76,,Sphenostoma cristata,yes,portrait,0.916,,Vision OCR: SPHENOSTOMA CRISTATUM: Goud
III,18,birdsAustraliav3Goul,80,J~&-E GovM delf MALIimUS CYMOTS * «■ £ &^Zlwua^cZeZ' Zm^.,Malurus cyaneus,yes,portrait,0.949,,Vision OCR: MALURUS CYANEUS: Veill:
III,19,birdsAustraliav3Goul,84,"-//: Z CkialJ, de.L G MAILUmUS LQA&ICAUBUS: u JIwllyyvtMbcleZ Imp.",Malurus longicaudus,yes,portrait,0.908,,Vision OCR: MALURUS LONGICADDUS: Goua.
III,20,birdsAustraliav3Goul,88,". MAJtlij MUT fcj ME MISTI'S s J&E.GowZd dd^ >""'. ffkRm cm UtdJ&y?",Malurus melanotus,yes,portrait,0.880,,Vision OCR: MALURUS MELANDTUS:Gu/d
III,21,birdsAustraliav3Goul,92,,Malurus splendens,yes,portrait,0.924,,Vision OCR: MALURUS SPLENDENS.
III,22,birdsAustraliav3Goul,96,MAIUUmmS SEIiE&AKS: GotiM. J&imm&dd C. jms,Malurus elegans,yes,portrait,0.910,,Vision OCR: MAlURUS ELLEGANS: Gould.
III,23,birdsAustraliav3Goul,100,,Malurus pulcherrimus,yes,portrait,0.938,,Vision OCR: MALURUS PULCHERRIMUS: Gould.
III,24,birdsAustraliav3Goul,104,MALUmHIg. ILAM BE RT Its Vog: etJIortf: t T& E. G-ozbld M* CJEUlm aJultZ E/yvp.,Malurus Lamberti,yes,portrait,0.952,,Vision OCR: MALURUS LAMBERTI: Vig: et Horsf
III,25,birdsAustraliav3Goul,108,< ■MAir.TlTRFr^ ILKlLTCOPTEiailS 5 Gaaru : jr&E. Gould del. C. JdwZlmowbd/eZ Jvtyp.,Malurus leucopterus,yes,portrait,0.899,,Vision OCR: MALURUS MEUCOPTEBUS: Quoy & Gim.
III,26,birdsAustraliav3Goul,112,MA.L ;' .K ! A jMC E IaAM 0 C Mi F M A IL IT § s % J-J/orp C. 3a lum&rodu Trap,Malurus melanocephalus,yes,portrait,0.923,,Vision OCR: MALURUS MELANOCEPHALUS:Vg &'Horsf
III,27,birdsAustraliav3Goul,116,"> j ,MA S. i'K I'H KIOMIL /></>/ //rs-.*/' T&jE, (k'lzCd- dzl-",Malurus Brownii,yes,portrait,0.919,,Vision OCR: MALURUS BROWN: Viget Horsf
III,28,birdsAustraliav3Goul,120,"AMYTIS TEXTIUS s 'lefts: „'""J- la ui. . ). i C. ' Jfu£-?*Wt7W%tl' Zrtifp.",Amytis textilis,yes,portrait,0.910,,Vision OCR: AMYTIS TEXTILIS:Lefs:
III,29,birdsAustraliav3Goul,124,J&S. G-ovdcl tiel! 7 AMYTIS STlAIIATtlTS •. Could. C. JfalltnajifdeZ Jrng>.,Amytis striatus,yes,portrait,0.921,,Vision OCR: AMYTIS STRIATUS: Gould
III,30,birdsAustraliav3Goul,128,"Ail YT !f 1 MM 1 - K 0 1UM IT S : Gould, J.Gmxbct- ewu:k M’C'MGdite*' del rJv (ilk-. flwUwiMMxitfX/ &> fYcxlfarvv /wip",Amytis macrourus,yes,portrait,0.921,,Vision OCR: AMYTIS MACROURUS: Could
III,31,birdsAustraliav3Goul,132,J & £ . GcuZd/j oUlf ©TlPITTtmiTS MALAC1UE1US. //,Stipiturus malachurus,yes,portrait,0.946,,Vision OCR: STIPITURUS MALACHURUS: LeS
III,32,birdsAustraliav3Goul,136,JE E . (rOVU'oL ErE. B1SY0MIS MSTEAUSi^^ C. jB^msOOTuleZ' /mg?.,Dasyornis Australis,yes,portrait,0.938,,Vision OCR: DASYORNIS AUSTRALIS: Viget Horsf:
III,33,birdsAustraliav3Goul,140,J &J5 Sauld’ dd? BMTOlOTtS A%$: C Ilidhnajidt-'L /m,Dasyornis longirostris,yes,portrait,0.957,,Vision OCR: DASYORNIS TENUIROSTRIS: Gud
III,34,birdsAustraliav3Goul,144,' ATRICHIA CLAMO SAs (}owlcl. \T GvwOtf/ a#wl/ efarf/ efc Zvffi/ C'/JhlZwwiuiCeX'Jjvijj.,Atrichia clamosa,yes,portrait,0.949,,Vision OCR: ATRICHIA CLAMOSA: Gould.
III,35,birdsAustraliav3Goul,148,S WmNJ&AC tJ § ilALAi : T CD TE S' if 4SovU& ivm'Z- w.&Mt-ohfos** d/ti K&fiifc. ~8T'-(f.iT*nr\A'Cil & WisXlhrH/. lif.-tg?,Sphenoeacus galactotes,yes,portrait,0.925,,Vision OCR: SPHENEACUS CALACTOTES.
III,36,birdsAustraliav3Goul,152,".r.GmM mnd> .S-C-SuHUtr cUL ebTith. BFMEBCEACIIS (&EAMW3BUS: CmM, BiMnumdd & Watem, Imp",Sphenoeacus gramineus,yes,portrait,0.904,,Vision OCR: SPHENOACUS GRAMINEUS: Could
III,37,birdsAustraliav3Goul,156,"A ( "" ft D i ' ft I ’ t -i A l < H - ft A l ' ft T ft * \ il ft ft : CvidcL jfltnil nuuui > l .i' mtni J. U ’vrt.-lti fUid 'ffn-Jt (t e* f/<Y t.( fUh .",Acrocephalus Australis,yes,portrait,0.938,,Vision OCR: AUSTRALS:Gould
III,38,birdsAustraliav3Goul,160,"Jlvilti'tvcvt 'ufaO &> PValtoJV ■ J Q-anlci (wul/ £L- C Riclife/v oUZ efclibk/- AC HO € E PIMJLIT § !,0C &IK0STMS: Cm /A.",Acrocephalus longirostris,yes,portrait,0.938,,Vision OCR: ACROCEPHALUS LONGIROSTRIS: Gould.
III,39,birdsAustraliav3Goul,164,.. .,Hylacola pyrrhopygia,yes,portrait,0.932,,Vision OCR: HYLACOLA PYRRHOPYGA:
III,40,birdsAustraliav3Goul,168,HYXtACOILA. CAWmSLi £oM ■Z &OwZdy and/ B CJlicfvbor deZ efrlilh . 6 '■JfyM7na*tdt’ Z'.Zhcp.,Hylacola cauta,yes,portrait,0.901,,Vision OCR: HYMACOMA CAUTA: Gould.
III,41,birdsAustraliav3Goul,172,r YsT.i' !€ OLA MA.GFA: Gould. ./. Gould/ <ind K- CdliclCtzr- duL efrlith. i n-iltt* -®® 1 ',Cysticola magna,yes,portrait,0.937,,Vision OCR: CYSTICOTA MAGNA: Goula.
III,42,birdsAustraliav3Goul,176,"€ Y.s ini’ OIL A L A I P in T.&tmhd and rfU il ttth . : *Mtlhu touir l Halti'n, Imjj- '",Cysticola exilis,yes,portrait,0.928,,Vision OCR: CYSTICOLA EXTLIS.
III,43,birdsAustraliav3Goul,180,"■ST 1 r 0 l , A UT KAl'Ar .1 i i i . .\ ; Gould. .f. Goald; anil U. Cdlu-hlt r < icl t i (Hit/. /// idfrUWuAf l/ fy, WtUioiufot/t.",Cysticola lineocapilla,yes,portrait,0.944,,Vision OCR: CYSTICOUA LINEACAPILIA: Cod
III,44,birdsAustraliav3Goul,184,"cysticoila. Md . JTaZbncmdd, & Witllort. li-np",Cysticola isura,yes,portrait,0.915,,Vision OCR: CYSTICOMA ISURA: Gould.
III,45,birdsAustraliav3Goul,188,"J. (rtuld m%d .ff:( d* 1 1 ( U(li i v o u, a. k r .:p;i i : e ip a » com . LiaU.ryuxt'if^cX/ &■ 'Wc(jjbffn, JtHJJ",Cysticola ruficeps,yes,portrait,0.941,,Vision OCR: CYSTICOLA RUFICEPS: Could.
III,46,birdsAustraliav3Goul,192,"* 'f Gould and H‘ C l Jfcekter dal- stUrfi/. SEjRIG'OimiS CITKJE © CTU.MS s (Ml, G 3u/lma*wleZ Iwyv",Sericornis citreogularis,yes,portrait,0.928,,Vision OCR: SERICORNIS CITREOGULARIS:Gould.
III,47,birdsAustraliav3Goul,196,,Sericornis humilis,yes,portrait,0.945,,Vision OCR: SERICORNIS HUMHLIS:Guld.
III,48,birdsAustraliav3Goul,200,J. Gould- aiul M\ C. RtrJtfcr did ti (iblv. s e iric i kn i s o s c l la e s •. e-mid.,Sericornis osculans,yes,portrait,0.933,,Vision OCR: SERICORNIS OSCULANS:Gould.
III,49,birdsAustraliav3Goul,204,,Sericornis frontalis,yes,portrait,0.912,,"Vision OCR: SERICORNIS FRONTALIS,"
III,50,birdsAustraliav3Goul,208,5 |,Sericornis laevigaster,yes,portrait,0.930,,read from image; caption_top measured by eye against a ruler on the image
III,51,birdsAustraliav3Goul,212,SEMICOMMS MACFLATAs Gould. J. (kn.dri and Jl i d Uijil f r- -Id/ <-2- /.ilk . Ifnlhtuwuld & Watioru bnp.,Sericornis maculatus,yes,portrait,0.920,,Vision OCR: SERICORNIS MACULATA:Gould.
III,52,birdsAustraliav3Goul,216,.M’AMTMilZA AAUAi l- I'AVTUu. Gould. ) | . .i /'o'-tid ct Hil If C'Rtrii.lc u hid _ UullnuA.njli'l & Wallvn- Tmp.,Sericornis magnirostris,yes,portrait,0.952,,Vision OCR: ATANTHZA MAUNTROSTRIS: Goud
III,53,birdsAustraliav3Goul,220,,Acanthiza pusilla,yes,portrait,0.878,,Vision OCR: ACANTHIZA PUSILLA.
III,54,birdsAustraliav3Goul,224,. r r .(nu.df / and .W:Oliiil0fcr Ml efitilfa: ACAMT1 /.. i :E E v v C. UnUma'idtt Imp,Acanthiza Diemenensis,yes,portrait,0.890,,read from image; caption_top measured by eye against a ruler on the image
III,55,birdsAustraliav3Goul,228,MTHISA 1EW3NG3 <T. fcauZd/ anvil ILOHAAltihvr de% vt (U/Jv. C SAjll^anvdtl JwijP',Acanthiza Ewingii,yes,portrait,0.918,,Vision OCR: ACANTHIZA EWINCI: Goua
III,56,birdsAustraliav3Goul,232,,Acanthiza uropygialis,yes,portrait,0.859,,Vision OCR: ACANTHZA UROPYGIALIS: Could.
III,57,birdsAustraliav3Goul,236,GoVtZcl/ ! vch M’AFTHIZA. JpPICAHS; GmiU _^Wvi-iaftileZ <& ffl#Z<k/n fayr.'.,Acanthiza apicalis,yes,portrait,0.943,,Vision OCR: ACANTHIZA APICALIS: Gould
III,58,birdsAustraliav3Goul,240,,Acanthiza pyrrhopygia,yes,portrait,0.883,,Vision OCR: ACANTHIZA PYRRHOPYGIA: Geald.
III,59,birdsAustraliav3Goul,244,j.&OTCtil' asui S. C. RiohJUr bid/ 6b liih/. ACAATEI^A ETOIEUmTA: &01M. JJxdIr*uwul&L fc WafcffwJ-rng.,Acanthiza inornata,yes,portrait,0.896,,Vision OCR: ACANTHIZA INORNATA: Goalá.
III,60,birdsAustraliav3Goul,248,,Acanthiza nana,yes,portrait,0.943,,Vision OCR: ACANTHIZA NANA: Vig & Horsf
III,61,birdsAustraliav3Goul,252,'T. G-oidol and S' CJdich&w oL(d eb lido.,Acanthiza lineata,yes,portrait,0.908,,Vision OCR: ACANTHIZA TINEATA: Gould.
III,62,birdsAustraliav3Goul,256,J. QouLdy cirul -9' CHi^hlz/y del 9? liblv* ACANTHI ZA RE tlSLOEME S: Via: ft .Hudiyeumyd^l &> WaZtovc Ihgn.,Acanthiza Reguloides,yes,portrait,0.938,,Vision OCR: ACANTHIZA REGULOIDES: Vig&Horsf:
III,63,birdsAustraliav3Goul,260,J.(kn:dil and H'C'Uu’h't^' del cl Ulh . AC AM T HI m C H W¥M 0 ILUHH ffiA .,Acanthiza chrysorrhoea,yes,portrait,0.919,,Vision OCR: ACANTHIZA CHRYSORRHQA.
III,64,birdsAustraliav3Goul,264,c r&JZ CouZcO deZ efc&Zfa,Ephthianura albifrons,yes,portrait,0.832,,Vision OCR: EPTHIANURA AVIFRONS: Goud
III,65,birdsAustraliav3Goul,268,,Ephthianura aurifrons,yes,portrait,0.897,,Vision OCR: EPTHIANTRA AURIFROS: Gould
III,66,birdsAustraliav3Goul,272,EPTMIANUMA TlKOLORs^ J& 25. Gmtid dd ed Iztii. 6. 12vUl/nuvrodel Iwyp.,Ephthianura tricolor,yes,portrait,0.908,,Vision OCR: EPTHIANURA TRICOLOR: Gould
III,67,birdsAustraliav3Goul,276,XE11 IP ; (rouZd/. t/. 6'm<lc{ M.nd //('Suhtcretil ft Ulh. C. Bafflmandal' 1» qi-,Xerophila leucopsis,yes,portrait,0.884,,Vision OCR: XEROPHILA LEUCOPSIS:Gould
III,68,birdsAustraliav3Goul,280,,Pyrrholaemus brunneus,yes,portrait,0.908,,Vision OCR: PYRRHOLAEMUS BRUNNEUS: Gould.
III,69,birdsAustraliav3Goul,284,"— '■ • "" • •/. (rmXd'j\$td' del cir Utk , JJbUL K",Origma rubricata,yes,portrait,0.922,,Vision OCR: ORIEMA RUBRICATA.
III,70,birdsAustraliav3Goul,288,"I 'A I.A^I \>ir II FIT 1,11' .'/, (rtmlcL anH fj , C/Uc/(<\:r del cl til h C. RiddymMiiilsd, Jjnjj.",Calamanthus fuliginosus,yes,portrait,0.920,,"Vision OCR: CALAMANTHUS FULIGINOSUS,"
III,71,birdsAustraliav3Goul,292,€ AIL AM AIT T M US CAM FES THIS s Gvuld. J. (.'tndtl- tut-d fL C' j(i<‘ehZw dtZ cl lt d . ( . liu lltnaudf ( /nip.,Calamanthus campestris,yes,portrait,0.934,,Vision OCR: TALAMANTHUS CAMPESTRIS: Gould.
III,72,birdsAustraliav3Goul,296,,Chthonicola minima,yes,portrait,0.908,,Vision OCR: THTHONICOLA MINIMA.
III,73,birdsAustraliav3Goul,300,,Anthus Australis,yes,portrait,0.885,,Vision OCR: ANTHUS AUSTRALIS: Vig: & Horsf:
III,74,birdsAustraliav3Goul,304,"J. Gmld (Uirf; Jy'€-JUofot&r' oitL eft litfos. €'INCL(DRAMPHI[T § CMTHAMS . JJiU&nm’odUX &- WaXftyjrv Xwy?,",Cincloramphus cruralis,yes,portrait,0.913,,"Vision OCR: CINCLORAMPHUS CRURALIS,"
III,75,birdsAustraliav3Goul,308,,Cincloramphus cantillans,yes,portrait,0.912,,Vision OCR: CINCLORAMPHUS CANTILLANS:Gould.
III,76,birdsAustraliav3Goul,312,,Cincloramphus rufescens,yes,portrait,0.864,,Vision OCR: CINCLORAMPHUS RUFESCENS.
III,77,birdsAustraliav3Goul,316,"Jap* . ' ■ -X Gou ld < < H.d HC TiuditA f- del tb Hbk, IIIAFM HORSFHELBHs GovM. IfiiMjn ccrultZ &> Walton/ bnj9.",Mirafra Horsfieldii,yes,portrait,0.899,,Vision OCR: MIRAFRA HORSFIELDI: Gould.
III,78,birdsAustraliav3Goul,320,ESTKJE jLIDA BEJLLA J. £awf<Z and II. CJlicktcr (lei cb I'Cih. Rnlhntzvald 7c WaZbenv hup.,Estrelda bella,yes,portrait,0.894,,Vision OCR: ESTRELDA BELLA.
III,79,birdsAustraliav3Goul,324,ESTEELMA 0 1‘ l' l . K. A '/.(rim lei ami H-t’- Ilu-lth r <(> l > ( IWi Jfullma itAtl & IViilloH I trig.,Estrelda oculea,yes,portrait,0.891,,"Vision OCR: ESTRELDA OCULEA,"
III,80,birdsAustraliav3Goul,328,ESTMJLPA &U. &/mZd/ dMs eft Lifth/. C.JfaZftmcMdd/ Imp.,Estrelda Bichenovii,yes,portrait,0.955,,Vision OCR: ESTRELDA BICHENOVII.
III,81,birdsAustraliav3Goul,332,E g> TiEE LLBA AMJML © GouM. 1 7~&JZ. Gould del el hoh- C. Ihtllm/XMdtl' Intp.,Estrelda annulosa,yes,portrait,0.905,,Vision OCR: ESTRELDA ANNULOSA: Gould
III,82,birdsAustraliav3Goul,336,ESTREJLBA TEMPORALIS. f.&ozUd/ an ff.C.JUohc4/r Ms? 0. JhZlmci&uitZ Jytvjp.,Estrelda temporalis,yes,portrait,0.902,,Vision OCR: ESTRELDA TEMPORALIS.
III,83,birdsAustraliav3Goul,340,".BS'Tli'ft L;D)A c ZG-ciidd und JT.CMicJdbw- oLel, '. 3j*ZfcruJ m/eZ Zrrtf?.",Estrelda Phaeton,yes,portrait,0.881,,Vision OCR: ESTRKLDA? PHAETON.
III,84,birdsAustraliav3Goul,344,,Estrelda ruficauda,yes,portrait,0.892,,Vision OCR: ESTRELDA RUFICAUDA: Godd
III,85,birdsAustraliav3Goul,348,J. (kidds axid / Kh Richter del el IvtJc. IfuUtnsmslel & Wcdlwt Imp.,Amadina modesta,yes,portrait,0.888,,Vision OCR: AMADINA MODESTA: Gould
III,86,birdsAustraliav3Goul,352,A M A\ m A la ATM AMI * j:6vM and' del cbltfA' (■ -Bul/Utt tlj'L dt l /rty/.,Amadina Lathamii,yes,portrait,0.924,,Vision OCR: AMADINA LATHAM.
III,87,birdsAustraliav3Goul,356,"•/ (rOllM' and .3 Cddc/i hr dd ' f 7 ( dr Cjfftdl, y/candd /.dyt.’. A l.\ M A A C- AS TARO TI S % Add",Amadina castanotis,yes,portrait,0.899,,Vision OCR: AMADIYA CASTANOTIS: Goud.
III,88,birdsAustraliav3Goul,360,,Amadina Gouldiae,yes,portrait,0.942,,Vision OCR: AMADINA GOTLDIA:Gud.
III,89,birdsAustraliav3Goul,364,"TOSPHILA MIRAB.1 'LIS ib: d r Jae./[; 7. Could, and-.// C'MicfvUr del- efr Ufck Jftdlm a*i </ ( 7 Wcdltm Imp",Poephila mirabilis,yes,portrait,0.963,,Vision OCR: POEPHHA MIRABILIS: Humhet Jacq:
III,90,birdsAustraliav3Goul,368,J&oi-i'Zd' apn^- .ffCJiccJober tZeZr^ ;3P(D)ia F 1HT ;l'LA ACUTT 'll GoM,Poephila acuticauda,yes,portrait,0.875,,Vision OCR: POEPHITA ACUTICAUDA: Coald
III,91,birdsAustraliav3Goul,372,,Poephila personata,yes,portrait,0.896,,Vision OCR: PORPHBA PERSOYATA
III,92,birdsAustraliav3Goul,376,"J Ctal'i tx*u'i ■ 'E- C 'J? ickt&r del clliBv. •FOMFM I i.A I, K ri'OTl £ i ikn&f. fb ? IL,ri i ru i'l- ! , v IVcilbon. / ’fnjj.",Poephila leucotis,yes,portrait,0.906,,Vision OCR: POEPHILA LETCOTIS: GoRd
III,93,birdsAustraliav3Goul,380,,Poephila cincta,yes,portrait,0.917,,Vision OCR: POEPHILA CINCTA: Gould.
III,94,birdsAustraliav3Goul,384,,Donacola castaneothorax,yes,portrait,0.898,,Vision OCR: DONACOLA CASTAYEOTHDRAX GuA
III,95,birdsAustraliav3Goul,388,I ' ( >;\\\ i : oil a. tie r w dtali s * A4/ ■ \ ( 7c ( l t t/dj / ■ C Z Hi rJt ln% a i t A / Zn f j.-,Donacola pectoralis,yes,portrait,0.925,,read from image; caption_top measured by eye against a ruler on the image
