volume,plate,ia_id,leaf,orientation,list_latin,caption_latin,caption_read,caption_top,text_leaf_heading,agrees,note
VII,37,BirdsAsiaJohnGoVIIGoul,156,landscape,Phasianus Soemmeringii,PASIANOS SCE MOMERIN GI.,ocr,,"PHASIANUS SCQEMMERRINGIL, Scemmerring’s Phasianus Semmerringu, Temm. Pl. Col. 48",yes,
VII,38,BirdsAsiaJohnGoVIIGoul,160,landscape,Phasianus scintillans,"PHASIANUS SCINTILLANS, Gould",eye,,"PHASIANUS SCINTILLANS, Sparkling Phasianus (Graphophasianus) scintillans, Gould ",yes,
VII,39,BirdsAsiaJohnGoVIIGoul,164,landscape,Phasianus torquatus,TASTANTS TORQTATUS,ocr,,"PHASIANUS TORQUATUS, Chinese Ring-necked Phasianus torquatus, Temm. Pig. et Gall",yes,
VII,40,BirdsAsiaJohnGoVIIGoul,168,landscape,Phasianus versicolor,"PIASIANUS VERSICOLOR, V",ocr,,"PHASIANUS VERSICOLOR, Japanese Phasianus versicolor, Vieill. Gal. des Ois., tom.",yes,
VII,41,BirdsAsiaJohnGoVIIGoul,172,landscape,Phasianus Mongolicus,IS MONCOICUS. Br,ocr,,"PHASIANUS MONGOLICUS, Mongolian Phasianus Colchicus, var. Mongolice, Pall. Zoogr",yes,
VII,42,BirdsAsiaJohnGoVIIGoul,176,landscape,Ithaginis Geoffroyi,"ITAGNIS GEOEROII, J. Verr.",ocr (garbled),,"ITHAGINIS GEOFFROYIL, J. Geoffroy’s Ithaginis Geoffroyu, J. Verr. Bull. Soc. d’A",yes,
VII,43,BirdsAsiaJohnGoVIIGoul,180,landscape,Ithaginis cruentus,ITHAGINIS CRUENTUS.,eye,,"ITHAGINIS Sanguine Phasianus cruentus, Hardw. Linn. Trans., vol. xiii. p. Sangui",yes,
VII,44,BirdsAsiaJohnGoVIIGoul,184,landscape,Tetraophasis obscurus,TETRAOPHASIS OBSCURUS.,ocr,,"TETRAOPHASIS Mou-Pin Lophophorus obscurus, J. Verreaux, N. Arch. Mus. v. Bull. p",yes,
VII,45,BirdsAsiaJohnGoVIIGoul,188,landscape,Ceriornis melanocephala,CERIORNIS METANOCEPHAIA.,ocr,,"CERIORNIS a “ Western Horned Satyra melanocephala, Gray in Griff. Anim. King., v",yes,
VII,46,BirdsAsiaJohnGoVIIGoul,192,landscape,Ceriornis Temmincki,CERIORNIS TE MMÜON CKU,ocr (garbled),,"CERIORNIS Temmuinck’s Horned Satyra Temmincku, J. E. Gray in Hardw. Ill. Ind. Zo",yes,
VII,47,BirdsAsiaJohnGoVIIGoul,196,landscape,Ceriornis Blythi,"CERIORNIS BIXTDO, Jerd.",ocr (unreadable),,"CERIORNIS BLYTHII, Blyth’s Horned Ceriorms Temminchi, Jerd. Ibis, 1870, p. ——— B",unread,
VII,48,BirdsAsiaJohnGoVIIGoul,200,landscape,Ceriornis Caboti,"CERIORNIS CABOTI, Goud",ocr,,"CERIORNIS CABOTI, Dr. Cabot’s Horned Ceriornis Caboti, Gould in Proc. of Zool. S",yes,
VII,49,BirdsAsiaJohnGoVIIGoul,204,landscape,Ceriornis Satyra,CERIORNIS SATYRA.,ocr,,"CERIORNIS Nepaulese Horned Meleagris Satyra, Linn. Syst. Nat., tom. i. p. 269.—L",yes,
VII,50,BirdsAsiaJohnGoVIIGoul,208,landscape,Polyplectron chinquis,POLYPECTRON CHNOUIS .,ocr (garbled),,"POLYPLECTRON Assam Pavo tibetanus, Briss. Orn., tom. i. p. 294, pl. xxviii. A. f",yes,
VII,51,BirdsAsiaJohnGoVIIGoul,212,landscape,Polyplectron bicalcaratum,POLYPLECTRON BICALCARATUM.,ocr,,"POLYPLECTRON Malayan Pavo bicalcaratus, Linn. Syst. Nat., tom. i. p. Malaccensis",yes,
VII,52,BirdsAsiaJohnGoVIIGoul,216,landscape,Argusianus argus,ARGUSIANUS ARGUS.,ocr,,"ARGUSIANUS Great Argus Argus Pheasant, Lath. Syn. iv. p. 710 (1783).—id. Gen. Hi",yes,
VII,53,BirdsAsiaJohnGoVIIGoul,220,landscape,Lophophorus Impeyanus,LOPHOPHORUS LPEYANUS.,ocr (garbled),,"LOPHOPHORUS Phasianus Impejanus, Lath. Ind. Orn., vol. ii. p. curvirostris, Shaw",yes,
VII,54,BirdsAsiaJohnGoVIIGoul,224,landscape,Lophophorus l'Huysi,"LOPHOPHORUS NUYSI, A GeoA St-Ail.",ocr (garbled),,"LOPHOPHORUS L’HUYSIL, «. Geoff. De VPHuys’s Lophophorus ? Huysi, J. Verr. et A. ",yes,
VII,55,BirdsAsiaJohnGoVIIGoul,228,landscape,Chalcophasis Sclateri,CHALCOPASIS SCLATERI.,ocr,,"CHALCOPHASIS Sclater’s Lophophorus Sclateri, Jerd. Ibis, 1870, p. 147.—Idem, Jou",yes,
VII,56,BirdsAsiaJohnGoVIIGoul,232,landscape,Gallus Sonnerati,"GALLUS SONNERATI, Temm.",ocr,,"GALLUS (Sonnerat’s Cog sauvage des Indes, Sonn. Voy. Ind. ii. p. 153, pl. xciv. ",yes,
VII,57,BirdsAsiaJohnGoVIIGoul,236,portrait,Sypheotides auritus,SYPHEOTIDES AURITUS.,ocr,0.944,"SYPHEOTIDES Lesser Oiis aurita, Lath. Ind. Orn., vol. i. p. 660.—Less. in Belang",yes,
VII,58,BirdsAsiaJohnGoVIIGoul,240,landscape,Otis MacQueeni,OTIS MACQUEFNI: Hard & Gray,ocr,,"OT! S MACQUEENL Hardw. and MacQueen’s Otis Macqueem, Hardw. and Gray’s Ill. Ind.",yes,
VII,59,BirdsAsiaJohnGoVIIGoul,244,landscape,Tantalus leucocephalus,"TANTALUS LEUCOCEPHALUS, Gmel",ocr,,"TANTALUS Rosy Tantalus leucocephalus, Gmel. Edit. Linn. Syst. Nat., tom. i. p. 6",yes,
VII,60,BirdsAsiaJohnGoVIIGoul,248,landscape,Numenius rufescens,"NUMENIUS RUFESCENS, Gould",ocr,,"NUMENIUS RUFESCENS, Rufescent Numenwus rufescens, Gould in Proc. of Zool. Soc. 1",yes,
VII,61,BirdsAsiaJohnGoVIIGoul,252,landscape,Ibidorhynchus Struthersi,"IBIDORHYNCHA STRUTHERSI, Vigors.",ocr,,"IBIDORHYNCHA STRUTHERSL, _Red-billed Ibidorhyncha Struthersu, Vig. in Proc. of C",yes,
VII,62,BirdsAsiaJohnGoVIIGoul,256,landscape,Pluvianus Aegyptius,PLUVIANUS ÀGYPTIUS.,ocr (garbled),,"PLUVIANUS Charadrius Aigyptius, Linn. Syst. Nat., tom. i. p. 254.—Lath. Ind. Orn",yes,
VII,63,BirdsAsiaJohnGoVIIGoul,260,landscape,Glareola melanoptera,GLAREOLA MELANOPTERA: Nordm:,ocr,,"GLAREOLA MELANOPTERA, Black-winged Glareola Nordmannu, Fisch.—Nordm. in Bull. de",yes,
VII,64,BirdsAsiaJohnGoVIIGoul,264,landscape,Glareola lactea,"GLAREOLA LACTEA, Temm.",ocr,,"GLAREOLA LACTEA, Cinereous Glareola lactea, Temm. Man. d’Orn., 2nd. edit. tom. i",yes,
VII,65,BirdsAsiaJohnGoVIIGoul,268,landscape,Cursorius Coromandelicus,"CURSORIUS COROMANDEILICUS,",ocr,,"CURSORIUS Indian Charadrius Coromandelicus, Gmel. Edit. Linn. Syst. Nat. tom. i.",yes,
VII,66,BirdsAsiaJohnGoVIIGoul,272,landscape,Eurinorhynchus pygmaeus,EURINORDYNCHUS PYGMÆUS .,ocr,,"EURINORHYNCHUS PYGM Spoon-billed Platalea pygmea, Linn. Mus. Ad. Frid., tom. Pro",yes,
VII,67,BirdsAsiaJohnGoVIIGoul,276,landscape,Gallinula phoenicura,GALLINULA PICENICURA .,ocr,,"GALLINULA White-breasted Rallus phencurus, Penn. Ind. Zool., p. 19, pl. 9.—Gmel.",yes,
VII,68,BirdsAsiaJohnGoVIIGoul,280,landscape,Hydrophasianus Sinensis,HYDROPHASIANUS SINENSIS.,ocr,,"HYDROPHASIANUS Chinese Jacana. _ Parra Sinensis, Lath. Ind. Orn., vol. ii. p. 76",yes,
VII,69,BirdsAsiaJohnGoVIIGoul,284,landscape,Aix galericulata,AIX GALERICULATA.,ocr,,"AIX Mandarin Anas galericulata, Linn. Syst. Nat., tom. i. p. 539.—Ib. Gmel. Edit",yes,
VII,70,BirdsAsiaJohnGoVIIGoul,288,portrait,Sterna melanogaster,STERNA MELANOGASTER. Temm.,ocr,0.941,"STERNA MELANOGASTER, Black-bellied Sterna melanogaster, Temm. Pl. Col. 434.—Burg",yes,
VII,71,BirdsAsiaJohnGoVIIGoul,292,landscape,Uria Carbo,URIA CARBO.,ocr,,"URIA Kurile Cepphus Carbo, Pall. Zoog., p. 350. t.",yes,
