volume,plate,list_name,list_latin,caption_latin,bhl_barcode,bhl_item,leaf,bhl_page,orientation,rotate,scan_url,page_url,sheet_asset,crop_asset,notes
I,1,Black Vulture,Otogyps calvus,OTOCYPS CALVUS.,BirdsAsiaJohnGoIGoul,115342,28,37485686,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0028.jp2,https://www.biodiversitylibrary.org/page/37485686,sheet-BirdsAsiaJohnGoIGoul-0028.jpg,crop-BirdsAsiaJohnGoIGoul-0028.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,2,Bengal Vulture,Gyps Bengalensis,GYPS BENGALENSIS.,BirdsAsiaJohnGoIGoul,115342,32,37485682,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0032.jp2,https://www.biodiversitylibrary.org/page/37485682,sheet-BirdsAsiaJohnGoIGoul-0032.jpg,crop-BirdsAsiaJohnGoIGoul-0032.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,3,Shaheen Falcon,Falco Peregrinator,FALCO PEREGRINATOR.,BirdsAsiaJohnGoIGoul,115342,36,37485678,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0036.jp2,https://www.biodiversitylibrary.org/page/37485678,sheet-BirdsAsiaJohnGoIGoul-0036.jpg,crop-BirdsAsiaJohnGoIGoul-0036.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,4,Red-naped Falcon,Falco Babylonicus,"FALCO BABYLONICUS, Gurney",BirdsAsiaJohnGoIGoul,115342,40,37485644,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0040.jp2,https://www.biodiversitylibrary.org/page/37485644,sheet-BirdsAsiaJohnGoIGoul-0040.jpg,crop-BirdsAsiaJohnGoIGoul-0040.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,5,Saker Falcon,Falco sacer,FALCO SACER.,BirdsAsiaJohnGoIGoul,115342,44,37485648,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0044.jp2,https://www.biodiversitylibrary.org/page/37485648,sheet-BirdsAsiaJohnGoIGoul-0044.jpg,crop-BirdsAsiaJohnGoIGoul-0044.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,6,Lanner Falcon,Falco lamas,FALCO LANARIUS .,BirdsAsiaJohnGoIGoul,115342,48,37485652,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0048.jp2,https://www.biodiversitylibrary.org/page/37485652,sheet-BirdsAsiaJohnGoIGoul-0048.jpg,crop-BirdsAsiaJohnGoIGoul-0048.jpg,"the caption reads Falco lanarius; the List's Latin is Falco lamas; not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,7,Jugger Falcon,Falco ducer,FALCO JUCGER: Gray.,BirdsAsiaJohnGoIGoul,115342,52,37485656,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0052.jp2,https://www.biodiversitylibrary.org/page/37485656,sheet-BirdsAsiaJohnGoIGoul-0052.jpg,crop-BirdsAsiaJohnGoIGoul-0052.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,8,White-winged Red-footed Kestrel,Erythropus amurensis,ERYTHROPUS AMURENSIS.,BirdsAsiaJohnGoIGoul,115342,56,37485660,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0056.jp2,https://www.biodiversitylibrary.org/page/37485660,sheet-BirdsAsiaJohnGoIGoul-0056.jpg,crop-BirdsAsiaJohnGoIGoul-0056.jpg,
I,9,Rufous-breasted Spilornis,Spilornis rufipectus,"SPILORNIS RUFIPECTUS, Loudd",BirdsAsiaJohnGoIGoul,115342,60,37485664,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0060.jp2,https://www.biodiversitylibrary.org/page/37485664,sheet-BirdsAsiaJohnGoIGoul-0060.jpg,crop-BirdsAsiaJohnGoIGoul-0060.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,10,Black-and-white Crested Eagle,Spizaetus alboniger,"SPIZAETUS ALBONIGER, Blyth.",BirdsAsiaJohnGoIGoul,115342,64,37485668,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0064.jp2,https://www.biodiversitylibrary.org/page/37485668,sheet-BirdsAsiaJohnGoIGoul-0064.jpg,crop-BirdsAsiaJohnGoIGoul-0064.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,11,Govinda Kite,Milvus Govinda,"MILVUS GOVINDA, Sykes.",BirdsAsiaJohnGoIGoul,115342,68,37485672,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0068.jp2,https://www.biodiversitylibrary.org/page/37485672,sheet-BirdsAsiaJohnGoIGoul-0068.jpg,crop-BirdsAsiaJohnGoIGoul-0068.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,12,Celebean Elanus,Elanus hypoleucus,"ELANUS HYPOLEUCUS, Gould",BirdsAsiaJohnGoIGoul,115342,72,37485714,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0072.jp2,https://www.biodiversitylibrary.org/page/37485714,sheet-BirdsAsiaJohnGoIGoul-0072.jpg,crop-BirdsAsiaJohnGoIGoul-0072.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,13,Indian Scops Owl,Scops pennatus,SCOPS PENNATA.,BirdsAsiaJohnGoIGoul,115342,76,37485718,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0076.jp2,https://www.biodiversitylibrary.org/page/37485718,sheet-BirdsAsiaJohnGoIGoul-0076.jpg,crop-BirdsAsiaJohnGoIGoul-0076.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,14,Bay Owl,Phodilus badius,PHODILUS BADIUS.,BirdsAsiaJohnGoIGoul,115342,80,37485722,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0080.jp2,https://www.biodiversitylibrary.org/page/37485722,sheet-BirdsAsiaJohnGoIGoul-0080.jpg,crop-BirdsAsiaJohnGoIGoul-0080.jpg,
I,15,Brodie's Owlet,Athene Brodiei,ATHENE BRODIEI.,BirdsAsiaJohnGoIGoul,115342,84,37485726,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0084.jp2,https://www.biodiversitylibrary.org/page/37485726,sheet-BirdsAsiaJohnGoIGoul-0084.jpg,crop-BirdsAsiaJohnGoIGoul-0084.jpg,
I,16,Speckled Wood-Owl,Syrnium ocellatum,"SYRNIUM OCELLATUM, Less.",BirdsAsiaJohnGoIGoul,115342,88,37485730,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0088.jp2,https://www.biodiversitylibrary.org/page/37485730,sheet-BirdsAsiaJohnGoIGoul-0088.jpg,crop-BirdsAsiaJohnGoIGoul-0088.jpg,
I,17,Indian Screech Owl,Strix indica,"STRIX INDICA, Blyth.",BirdsAsiaJohnGoIGoul,115342,92,37485734,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0092.jp2,https://www.biodiversitylibrary.org/page/37485734,sheet-BirdsAsiaJohnGoIGoul-0092.jpg,crop-BirdsAsiaJohnGoIGoul-0092.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,18,Grass-Owl,Strix candida,"STRIX CANDIDA, Tickell.",BirdsAsiaJohnGoIGoul,115342,96,37485738,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0096.jp2,https://www.biodiversitylibrary.org/page/37485738,sheet-BirdsAsiaJohnGoIGoul-0096.jpg,crop-BirdsAsiaJohnGoIGoul-0096.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,19,Mahratta Nightjar,Caprimulgus Mahrattensis,CAPRIMULGUS MAHRATTENSIS: Sykes,BirdsAsiaJohnGoIGoul,115342,100,37485742,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0100.jp2,https://www.biodiversitylibrary.org/page/37485742,sheet-BirdsAsiaJohnGoIGoul-0100.jpg,crop-BirdsAsiaJohnGoIGoul-0100.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,20,Palm Roof-Swift,Cypselus infumatus,"CYPSELUS INFUMATUS, Sclat.",BirdsAsiaJohnGoIGoul,115342,104,37485746,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0104.jp2,https://www.biodiversitylibrary.org/page/37485746,sheet-BirdsAsiaJohnGoIGoul-0104.jpg,crop-BirdsAsiaJohnGoIGoul-0104.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,21,Crested Tree-Swift,Dendrochelidon coronatus,DENDROCHELIDON CORONATUS.,BirdsAsiaJohnGoIGoul,115342,108,37485750,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0108.jp2,https://www.biodiversitylibrary.org/page/37485750,sheet-BirdsAsiaJohnGoIGoul-0108.jpg,crop-BirdsAsiaJohnGoIGoul-0108.jpg,
I,22,Klecho Tree-Swift,Dendrochelidon Klecho,DENDROCHELIDON KLECHO.,BirdsAsiaJohnGoIGoul,115342,112,37485754,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0112.jp2,https://www.biodiversitylibrary.org/page/37485754,sheet-BirdsAsiaJohnGoIGoul-0112.jpg,crop-BirdsAsiaJohnGoIGoul-0112.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,23,Wallace's Tree-Swift,Dendrochelidon Wallacei,"DENDROCHELIDON WALACEI, Gould.",BirdsAsiaJohnGoIGoul,115342,116,37485758,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0116.jp2,https://www.biodiversitylibrary.org/page/37485758,sheet-BirdsAsiaJohnGoIGoul-0116.jpg,crop-BirdsAsiaJohnGoIGoul-0116.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,24,Bearded Tree-Swift,Dendrochelidon mystaceus,DENDROCHELIDON MYSTACEUS.,BirdsAsiaJohnGoIGoul,115342,120,37485762,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0120.jp2,https://www.biodiversitylibrary.org/page/37485762,sheet-BirdsAsiaJohnGoIGoul-0120.jpg,crop-BirdsAsiaJohnGoIGoul-0120.jpg,
I,25,Hooded Tree-Swift,Dendrochelidon comatus,DENDROCHELIDON COMATUS.,BirdsAsiaJohnGoIGoul,115342,124,37485766,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0124.jp2,https://www.biodiversitylibrary.org/page/37485766,sheet-BirdsAsiaJohnGoIGoul-0124.jpg,crop-BirdsAsiaJohnGoIGoul-0124.jpg,
I,26,Wire-tailed Swallow,Hirundo filifera,"HURUNDO FILFERA, Steph.",BirdsAsiaJohnGoIGoul,115342,128,37485770,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0128.jp2,https://www.biodiversitylibrary.org/page/37485770,sheet-BirdsAsiaJohnGoIGoul-0128.jpg,crop-BirdsAsiaJohnGoIGoul-0128.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,27,Western Mosque-Swallow,Cecropis rufula,CECROPIS RUFULA.,BirdsAsiaJohnGoIGoul,115342,132,37485774,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0132.jp2,https://www.biodiversitylibrary.org/page/37485774,sheet-BirdsAsiaJohnGoIGoul-0132.jpg,crop-BirdsAsiaJohnGoIGoul-0132.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,28,Daurian Mosque-Swallow,Cecropis Daurica,CECROPIS DAURICA.,BirdsAsiaJohnGoIGoul,115342,136,37485778,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0136.jp2,https://www.biodiversitylibrary.org/page/37485778,sheet-BirdsAsiaJohnGoIGoul-0136.jpg,crop-BirdsAsiaJohnGoIGoul-0136.jpg,
I,29,Indian Mosque-Swallow,Cecropis erythropygia,CECROPIS ERYTHROPYGIA .,BirdsAsiaJohnGoIGoul,115342,140,37485782,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0140.jp2,https://www.biodiversitylibrary.org/page/37485782,sheet-BirdsAsiaJohnGoIGoul-0140.jpg,crop-BirdsAsiaJohnGoIGoul-0140.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,30,Ceylonese Mosque-Swallow,Cecropis hyperythra,CECROPIS HYPERYTHRA .,BirdsAsiaJohnGoIGoul,115342,144,37485786,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0144.jp2,https://www.biodiversitylibrary.org/page/37485786,sheet-BirdsAsiaJohnGoIGoul-0144.jpg,crop-BirdsAsiaJohnGoIGoul-0144.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,31,Nepal Martin-Swallow,Delichon Nipalensis,DELICHON NIPALENSIS.,BirdsAsiaJohnGoIGoul,115342,148,37485790,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0148.jp2,https://www.biodiversitylibrary.org/page/37485790,sheet-BirdsAsiaJohnGoIGoul-0148.jpg,crop-BirdsAsiaJohnGoIGoul-0148.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,32,Bungalow Swallow,Hypurolepis domicola,HYPUROLEPIS DOMICOLA .,BirdsAsiaJohnGoIGoul,115342,152,37485794,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0152.jp2,https://www.biodiversitylibrary.org/page/37485794,sheet-BirdsAsiaJohnGoIGoul-0152.jpg,crop-BirdsAsiaJohnGoIGoul-0152.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,33,Indian Cliff-Swallow,Lagenoplastes fluvicola,LAGENOPLASTES TLUVICOLA.,BirdsAsiaJohnGoIGoul,115342,156,37485798,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0156.jp2,https://www.biodiversitylibrary.org/page/37485798,sheet-BirdsAsiaJohnGoIGoul-0156.jpg,crop-BirdsAsiaJohnGoIGoul-0156.jpg,
I,34,Pirik Bee-eater,Merops quinticolor,"MEROPS QUINTICOLOR, Vieill.",BirdsAsiaJohnGoIGoul,115342,160,37485802,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0160.jp2,https://www.biodiversitylibrary.org/page/37485802,sheet-BirdsAsiaJohnGoIGoul-0160.jpg,crop-BirdsAsiaJohnGoIGoul-0160.jpg,
I,35,Hurrial Bee-eater,Merops viridis,"MEROPS VIRIDIS, Linn.",BirdsAsiaJohnGoIGoul,115342,164,37485806,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0164.jp2,https://www.biodiversitylibrary.org/page/37485806,sheet-BirdsAsiaJohnGoIGoul-0164.jpg,crop-BirdsAsiaJohnGoIGoul-0164.jpg,
I,36,Philippine Bee-eater,Merops Philippinus,"MEROPS PHILIPPINUS, Linn.",BirdsAsiaJohnGoIGoul,115342,168,37485810,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0168.jp2,https://www.biodiversitylibrary.org/page/37485810,sheet-BirdsAsiaJohnGoIGoul-0168.jpg,crop-BirdsAsiaJohnGoIGoul-0168.jpg,
I,37,Blue-throated Nyctiornis,Nyctiornis Athertoni,VYCTIORNIS ATHERTONI.,BirdsAsiaJohnGoIGoul,115342,172,37485814,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0172.jp2,https://www.biodiversitylibrary.org/page/37485814,sheet-BirdsAsiaJohnGoIGoul-0172.jpg,crop-BirdsAsiaJohnGoIGoul-0172.jpg,
I,38,Red-throated Nyctiornis,Nyctiornis amictus,NYCTIORNIS AMICTUS.,BirdsAsiaJohnGoIGoul,115342,176,37485818,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0176.jp2,https://www.biodiversitylibrary.org/page/37485818,sheet-BirdsAsiaJohnGoIGoul-0176.jpg,crop-BirdsAsiaJohnGoIGoul-0176.jpg,
I,39,Forsten's Bee-eater,Meropogon Forsteni,MEROPOGON FORSTENI.,BirdsAsiaJohnGoIGoul,115342,180,37485822,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0180.jp2,https://www.biodiversitylibrary.org/page/37485822,sheet-BirdsAsiaJohnGoIGoul-0180.jpg,crop-BirdsAsiaJohnGoIGoul-0180.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,40,Hombron's Kingfisher,Actenoides Hombroni,ACTENOIDES HOMBRONI.,BirdsAsiaJohnGoIGoul,115342,184,37485826,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0184.jp2,https://www.biodiversitylibrary.org/page/37485826,sheet-BirdsAsiaJohnGoIGoul-0184.jpg,crop-BirdsAsiaJohnGoIGoul-0184.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,41,Lindsay's Kingfisher,Actenoides Lindsayi,"ACTENOIDES LINDSAYI,",BirdsAsiaJohnGoIGoul,115342,188,37485830,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0188.jp2,https://www.biodiversitylibrary.org/page/37485830,sheet-BirdsAsiaJohnGoIGoul-0188.jpg,crop-BirdsAsiaJohnGoIGoul-0188.jpg,
I,42,Sumatra Kingfisher,Actenoides concretus,ACTENOIDES CONCRETUS .,BirdsAsiaJohnGoIGoul,115342,192,37485834,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0192.jp2,https://www.biodiversitylibrary.org/page/37485834,sheet-BirdsAsiaJohnGoIGoul-0192.jpg,crop-BirdsAsiaJohnGoIGoul-0192.jpg,
I,43,Indian Kingfisher,Halcyon fusca,HALCYON FUSCA.,BirdsAsiaJohnGoIGoul,115342,196,37485838,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0196.jp2,https://www.biodiversitylibrary.org/page/37485838,sheet-BirdsAsiaJohnGoIGoul-0196.jpg,crop-BirdsAsiaJohnGoIGoul-0196.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,44,Manilla Kingfisher,Halcyon gularis,HALCYON GULARIS.,BirdsAsiaJohnGoIGoul,115342,200,37485842,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0200.jp2,https://www.biodiversitylibrary.org/page/37485842,sheet-BirdsAsiaJohnGoIGoul-0200.jpg,crop-BirdsAsiaJohnGoIGoul-0200.jpg,
I,45,Black-capped Kingfisher,Halcyon atricapillus,HALCYON ATRICAPILLUS.,BirdsAsiaJohnGoIGoul,115342,204,37485846,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0204.jp2,https://www.biodiversitylibrary.org/page/37485846,sheet-BirdsAsiaJohnGoIGoul-0204.jpg,crop-BirdsAsiaJohnGoIGoul-0204.jpg,
I,46,Blue-and-white Kingfisher,Halcyon fulgidus,"HALCYON FULGIDUS, Gould.",BirdsAsiaJohnGoIGoul,115342,208,37485850,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0208.jp2,https://www.biodiversitylibrary.org/page/37485850,sheet-BirdsAsiaJohnGoIGoul-0208.jpg,crop-BirdsAsiaJohnGoIGoul-0208.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,47,Many-coloured Kingfisher,Halcyon omnicolor,HALCYON OMNICOLOR.,BirdsAsiaJohnGoIGoul,115342,212,37485854,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0212.jp2,https://www.biodiversitylibrary.org/page/37485854,sheet-BirdsAsiaJohnGoIGoul-0212.jpg,crop-BirdsAsiaJohnGoIGoul-0212.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,48,Banded Kingfisher,Carcineutes pulchellus,"CARCINEUTES PULCHELLUS, Horsf.",BirdsAsiaJohnGoIGoul,115342,216,37485858,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0216.jp2,https://www.biodiversitylibrary.org/page/37485858,sheet-BirdsAsiaJohnGoIGoul-0216.jpg,crop-BirdsAsiaJohnGoIGoul-0216.jpg,
I,49,Black-faced Kingfisher,Carcineutes melanops,CARCINEUTES MELANOPS.,BirdsAsiaJohnGoIGoul,115342,220,37485862,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0220.jp2,https://www.biodiversitylibrary.org/page/37485862,sheet-BirdsAsiaJohnGoIGoul-0220.jpg,crop-BirdsAsiaJohnGoIGoul-0220.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,50,Tenasserim Kingfisher,Carcineutes amabilis,"CARCINEUTES AMABILIS, Hume.",BirdsAsiaJohnGoIGoul,115342,224,37485866,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0224.jp2,https://www.biodiversitylibrary.org/page/37485866,sheet-BirdsAsiaJohnGoIGoul-0224.jpg,crop-BirdsAsiaJohnGoIGoul-0224.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,51,Mantled Kingfisher,Dacelo Tyro,"DACELO TYRO, G.R. Gray.",BirdsAsiaJohnGoIGoul,115342,228,37485870,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0228.jp2,https://www.biodiversitylibrary.org/page/37485870,sheet-BirdsAsiaJohnGoIGoul-0228.jpg,crop-BirdsAsiaJohnGoIGoul-0228.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,52,Great Alcedo,Alcedo grandis,"ALCEDO GRANDIS, Blyth.",BirdsAsiaJohnGoIGoul,115342,232,37485874,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0232.jp2,https://www.biodiversitylibrary.org/page/37485874,sheet-BirdsAsiaJohnGoIGoul-0232.jpg,crop-BirdsAsiaJohnGoIGoul-0232.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,53,Indian Kingfisher,Alcedo Bengalensis,"ALCEDO BENCALENSIS, Gme.",BirdsAsiaJohnGoIGoul,115342,236,37485878,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0236.jp2,https://www.biodiversitylibrary.org/page/37485878,sheet-BirdsAsiaJohnGoIGoul-0236.jpg,crop-BirdsAsiaJohnGoIGoul-0236.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
I,54,Indian Roller,Coracias indica,"CORACIAS INDICA, Linn.",BirdsAsiaJohnGoIGoul,115342,240,37485882,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0240.jp2,https://www.biodiversitylibrary.org/page/37485882,sheet-BirdsAsiaJohnGoIGoul-0240.jpg,crop-BirdsAsiaJohnGoIGoul-0240.jpg,
I,55,Burmese Roller,Coracias affinis,"CORACIAS AFFINIS, M. All.",BirdsAsiaJohnGoIGoul,115342,244,37485886,portrait,0,https://bhl-open-data.s3.us-east-2.amazonaws.com/images/BirdsAsiaJohnGoIGoul/BirdsAsiaJohnGoIGoul_0244.jp2,https://www.biodiversitylibrary.org/page/37485886,sheet-BirdsAsiaJohnGoIGoul-0244.jpg,crop-BirdsAsiaJohnGoIGoul-0244.jpg,"not pinned in Featherframe: stood up and cut by the folio's rules, the crop not reviewed"
