plate,title,legend,image_url,notes
178,Orange-crowned Warbler,"Male, 1. Female, 2. | Vaccinium",https://www.audubon.org/sites/default/files/boa_plates/plate-178-orange-crowned-warbler.jpg,
179,Wood Wren,,https://www.audubon.org/sites/default/files/boa_plates/plate-179-wood-wren.jpg,
180,Pine Finch,"Male, 1. Female, 2. | Pinus pendula. Black Larch.",https://www.audubon.org/sites/default/files/boa_plates/plate-180-pine-finch.jpg,
181,Golden Eagle,Female adult. | Northern Hare.,https://www.audubon.org/sites/default/files/boa_plates/plate-181-golden-eagle.jpg,
182,Ground Dove,"Males, 1, 2, 3. Female, 4. Young, 5. | Wild Orange.",https://www.audubon.org/sites/default/files/boa_plates/plate-182-ground-dove.jpg,
183,American Golden crested-Wren,"Male, 1. Female, 2. | Thalia dealbata",https://www.audubon.org/sites/default/files/boa_plates/plate-183-american-golden-crested-wren.jpg,
184,Mango Hummingbird,,https://www.audubon.org/sites/default/files/boa_plates/plate-184-mango-hummingbird.jpg,
185,Bachman's Warbler,"Male, 1. Female, 2. | Gordonia pubescens.",https://www.audubon.org/sites/default/files/boa_plates/plate-185-bachmans-warbler.jpg,
186,Pinnated Grouse,"Males, 1. 2. Female, 3. | Lilium Superbum.",https://www.audubon.org/sites/default/files/boa_plates/plate-186-pinnated-grouse.jpg,
187,Boat-tailed Grackle,"Male, 1. Female, 2. | Live Oak. Quercus virens.",https://www.audubon.org/sites/default/files/boa_plates/plate-187-boat-tailed-grackle.jpg,
188,Tree Sparrow,"Male, 1. Female, 2. | Berberis Canadensis.",https://www.audubon.org/sites/default/files/boa_plates/plate-188-tree-sparrow.jpg,
189,Snow Bunting,"Adult, 1, 2. Young, 3.",https://www.audubon.org/sites/default/files/boa_plates/plate-189-snow-bunting.jpg,
190,Yellow bellied Woodpecker,"Male, 1. Female, 2. | Prunus caroliniana.",https://www.audubon.org/sites/default/files/boa_plates/plate-190-yellow-bellied-woodpecker.jpg,
191,"Willow Grouse, or Large Ptarmigan","Male, 1. Female, 2. & Young. | Labrador Tea, 1. Sea pea, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-191-willow-grouse.jpg,
192,"Great cinereous Shrike, or Butcher Bird","Male, 1. F. 2. Summer Plumage Do. 3. Young or Winter Do. F. 4. | Crataegus apiifolia.",https://www.audubon.org/sites/default/files/boa_plates/plate-192-great-cinereous-shrike-or-butcher-bird.jpg,
193,Lincoln Finch,"Male, 1. Female, 2. | 1. Cornus Suissica. 2. Rubus Chamaerus. 3. Kalmia glauca.",https://www.audubon.org/sites/default/files/boa_plates/plate-193-lincoln-finch.jpg,
194,Canadian Titmouse,"Male, 1. Female, 2. Young, 3.",https://www.audubon.org/sites/default/files/boa_plates/plate-194-canadian-titmouse.jpg,
195,Ruby crowned Wren,"Male, 1. Female, 2. Summer plumage. | Kalmia Angustifolia.",https://www.audubon.org/sites/default/files/boa_plates/plate-195-ruby-crowned-wren.jpg,
196,Labrador Falcon,"Male, 1. Female, 2. adult.",https://www.audubon.org/sites/default/files/boa_plates/plate-196-labrador-falcon.jpg,
197,American Crossbill,"Male adult, 1. Young Male, 2, 3. Female adult, 4. Young Female, 5. | Hemlock.",https://www.audubon.org/sites/default/files/boa_plates/plate-197-american-crossbill.jpg,
198,Brown headed Worm eating Warbler,Azalea Calendulacea. Orange-coloured Azalea. | Bill hind toe & claw of the present species,https://www.audubon.org/sites/default/files/boa_plates/plate-198-brown-headed-worm-eating-warbler.jpg,
199,Little Owl,"Male, 1. Female, 2. | Common Mouse.",https://www.audubon.org/sites/default/files/boa_plates/plate-199-little-owl.jpg,
200,Shore Lark,"Male adult Summer plumage, 1. F. 2. Male Winter plumage, 3. Young, 4. 5. 6.",https://www.audubon.org/sites/default/files/boa_plates/plate-200-shore-lark.jpg,
201,Canada Goose,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-201-canada-goose.jpg,
202,Red-Throated Diver,"Male adult summer plumage, 1. Do. Winter plumage, 2. Adult Female, 3. Young, 4.",https://www.audubon.org/sites/default/files/boa_plates/plate-202-red-throated-diver.jpg,
203,Fresh Water Marsh Hen,"Male spring plumage, 1. Young autumnal plumage, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-203-fresh-water-marsh-hen.jpg,
204,Salt Water Marsh Hen,1. Male adult spring plumage. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-204-salt-water-marsh-hen.jpg,
205,Virginia Rail,"Male, 1. Female, 2. Young autumnal plumage, 3.",https://www.audubon.org/sites/default/files/boa_plates/plate-205-virginia-rail.jpg,
206,"Summer, or Wood Duck","1, 2. Males. 3, 4. Females. | Platanus occidentalis. - Button Wood Tree.",https://www.audubon.org/sites/default/files/boa_plates/plate-206-summer-or-wood-duck.jpg,
207,Booby Gannet,,https://www.audubon.org/sites/default/files/boa_plates/plate-207-booby-gannet.jpg,
208,Esquimaux Curlew,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-208-esquimaux-curlew.jpg,
209,Wilson's Plover,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-209-wilsons-plover.jpg,
210,Least Bittern,1. Male. 2. Female. 3. Young.,https://www.audubon.org/sites/default/files/boa_plates/plate-210-least-bittern.jpg,
211,Great blue Heron,Male.,https://www.audubon.org/sites/default/files/boa_plates/plate-211-great-blue-heron.jpg,
212,Common American Gull,1. Adult. 2. Young.,https://www.audubon.org/sites/default/files/boa_plates/plate-212-common-american-gull.jpg,
213,Puffin,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-213-puffin.jpg,
214,Razor Bill,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-214-razor-bill.jpg,
215,Hyperborean phalarope,1. Male adult spring plumage. 2. Female Do. 3. Young autumnal plumage.,https://www.audubon.org/sites/default/files/boa_plates/plate-215-hyperborean-phalarope.jpg,
216,Wood Ibiss,,https://www.audubon.org/sites/default/files/boa_plates/plate-216-wood-ibiss.jpg,
217,Louisiana Heron,Male adult.,https://www.audubon.org/sites/default/files/boa_plates/plate-217-louisiana-heron.jpg,
218,Foolish Guillemot,1. Adult summer plumage Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-218-foolish-guillemot.jpg,
219,Black Guillemot,1. Adult summer plumage. 2. Do. Winter plumage. 3. Young.,https://www.audubon.org/sites/default/files/boa_plates/plate-219-black-guillemot.jpg,
220,Piping Plover,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-220-piping-plover.jpg,
221,Mallard Duck,1. Males. 2. Females.,https://www.audubon.org/sites/default/files/boa_plates/plate-221-mallard-duck.jpg,
222,White Ibis,1. Adult. 2. Young in Autumn.,https://www.audubon.org/sites/default/files/boa_plates/plate-222-white-ibis.jpg,
223,Pied oyster-catcher,,https://www.audubon.org/sites/default/files/boa_plates/plate-223-pied-oyster-catcher.jpg,
224,Kittiwake Gull,1. Adult. 2. Young.,https://www.audubon.org/sites/default/files/boa_plates/plate-224-kittiwake-gull.jpg,
225,Kildeer Plover,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-225-kildeer-plover.jpg,
226,Hooping Crane,Adult Male.,https://www.audubon.org/sites/default/files/boa_plates/plate-226-hooping-crane.jpg,
227,Pin-tailed Duck,"Male, 1. Female 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-227-pin-tailed-duck.jpg,
228,Green winged Teal,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-228-green-winged-teal.jpg,
229,Scaup Duck,1 Male 2 Female,https://www.audubon.org/sites/default/files/boa_plates/plate-229-scaup-duck.jpg,
230,Sanderling,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-230-sanderling.jpg,
231,Long-billed Curlew,1. Male. 2. Female. | City of Charleston.,https://www.audubon.org/sites/default/files/boa_plates/plate-231-long-billed-curlew.jpg,
232,Hooded Merganser,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-232-hooded-merganser.jpg,
233,"Sora, or Rail",1. Male. 2. Female. 3. Young.,https://www.audubon.org/sites/default/files/boa_plates/plate-233-sora-or-rail.jpg,
234,Ring-necked Duck,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-234-ring-necked-duck.jpg,
235,Sooty Tern,,https://www.audubon.org/sites/default/files/boa_plates/plate-235-sooty-tern.jpg,
236,"Night Heron, or Qua bird",Adult 1. and Young 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-236-night-heron.jpg,
237,Hudsonian Curlew,,https://www.audubon.org/sites/default/files/boa_plates/plate-237-hudsonian-curlew.jpg,
238,Great Marbled Godwit,1 Male. 2 Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-238-great-marbled-godwit.jpg,
239,American Coot,,https://www.audubon.org/sites/default/files/boa_plates/plate-239-american-coot.jpg,
240,Roseate Tern,,https://www.audubon.org/sites/default/files/boa_plates/plate-240-roseate-tern.jpg,
241,Black Backed Gull,,https://www.audubon.org/sites/default/files/boa_plates/plate-241-black-backed-gull.jpg,
242,"Snowy Heron, or White Egret",Male adult Spring plumage. | Rice Plantation South Carolina.,https://www.audubon.org/sites/default/files/boa_plates/plate-242-snowy-heron.jpg,
243,American Snipe,"Male 1. Female 2, 3. | South Carolina Plantation near Charleston.",https://www.audubon.org/sites/default/files/boa_plates/plate-243-american-snipe.jpg,
244,Common Gallinule,Male Adult.,https://www.audubon.org/sites/default/files/boa_plates/plate-244-common-gallinule.jpg,
245,Uria Brunnichi,,https://www.audubon.org/sites/default/files/boa_plates/plate-245-uria-brunnichi.jpg,
246,Eider Duck,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-246-eider-duck.jpg,
247,Velvet Duck,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-247-velvet-duck.jpg,
248,American Pied-billed,,https://www.audubon.org/sites/default/files/boa_plates/plate-248-american-pied-billed.jpg,
249,Tufted Auk,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-249-tufted-auk.jpg,
250,Arctic Tern,,https://www.audubon.org/sites/default/files/boa_plates/plate-250-arctic-tern.jpg,
251,Brown Pelican ,Male Adult.,https://www.audubon.org/sites/default/files/boa_plates/plate-251-brown-pelican.jpg,
252,Florida Cormorant,,https://www.audubon.org/sites/default/files/boa_plates/plate-252-florida-cormorant.jpg,
253,Jager,,https://www.audubon.org/sites/default/files/boa_plates/plate-253-jager.jpg,
254,Wilson's Phalarope,"Male Adult, 1. Female 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-254-wilsons-phalarope.jpg,
255,Red Phalarope,"Adult Male, 1. Adult Female, 2. Winter Plumage, 3.",https://www.audubon.org/sites/default/files/boa_plates/plate-255-red-phalarope.jpg,
256,Purple Heron,"Adult full spring plumage, 1. Young two Years old in spring plumage, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-256-purple-heron.jpg,
257,Double-crested Cormorant,Male adult spring plumage.,https://www.audubon.org/sites/default/files/boa_plates/plate-257-double-crested-cormorant.jpg,
258,Hudsonian Godwit,"Male, 1. Young Female, 2. Summer plumage.",https://www.audubon.org/sites/default/files/boa_plates/plate-258-hudsonian-godwit.jpg,
259,Horned Grebe,Adult Male 1. Female Winter plumage 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-259-horned-grebe.jpg,
260,Fork-tail Petrel,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-260-fork-tail-petrel.jpg,
261,Hooping Crane,Young. | the Interior of the Floridas with sand Hills in t,https://www.audubon.org/sites/default/files/boa_plates/plate-261-hooping-crane.jpg,
262,Tropic Bird,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-262-tropic-bird.jpg,
263,Pigmy Curlew,"Adult Male, 1. Young, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-263-pigmy-curlew.jpg,
264,Fulmar Petrel,Male adult Summer plumage.,https://www.audubon.org/sites/default/files/boa_plates/plate-264-fulmar-petrel.jpg,
265,Buff breasted Sandpiper,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-265-buff-breasted-sandpiper.jpg,
266,Common Cormorant,"Male adult spring plumage, 1. Female, 2. Young, 3.",https://www.audubon.org/sites/default/files/boa_plates/plate-266-common-cormorant.jpg,
267,Arctic Yager,,https://www.audubon.org/sites/default/files/boa_plates/plate-267-arctic-yager.jpg,
268,American Woodcock,Male 1. Female 2. Young Autumn. 3.,https://www.audubon.org/sites/default/files/boa_plates/plate-268-american-woodcock.jpg,
269,Greenshank,View of St. Augustine & Spanish Fort East Fl.,https://www.audubon.org/sites/default/files/boa_plates/plate-269-greenshank.jpg,
270,Stormy Petrel,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-270-stormy-petrel.jpg,
271,Frigate Pelican,Male Adult.,https://www.audubon.org/sites/default/files/boa_plates/plate-271-frigate-pelican.jpg,
272,Richardson's Jager,"Male adult, 1. Young in Sepr. 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-272-richardsons-jager.jpg,
273,Cayenne Tern,Male Adult. Spring plumage.,https://www.audubon.org/sites/default/files/boa_plates/plate-273-cayenne-tern.jpg,
274,"Semipalmated Snipe, or Willet",Male Adult Spring plumage 1. Female Adult Winter plumage 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-274-semipalmated-snipe.jpg,
275,Noddy Tern,Male Adult.,https://www.audubon.org/sites/default/files/boa_plates/plate-275-noddy-tern.jpg,
276,King Duck,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-276-king-duck.jpg,
277,Hutchins's Barnacle Goose,,https://www.audubon.org/sites/default/files/boa_plates/plate-277-hutchinss-barnacle-goose.jpg,
278,Schinz's Sandpiper,View on the East Coast of Florida.,https://www.audubon.org/sites/default/files/boa_plates/plate-278-schinzs-sandpiper.jpg,
279,Sandwich Tern,Florida Cray Fish.,https://www.audubon.org/sites/default/files/boa_plates/plate-279-sandwich-tern.jpg,
280,Black Tern,"Adult, 1. Young in Autumn, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-280-black-tern.jpg,
281,Great White Heron,,https://www.audubon.org/sites/default/files/boa_plates/plate-281-great-white-heron.jpg,
282,White-winged silvery Gull,1. Male summer plumage. 2. Young in Winter.,https://www.audubon.org/sites/default/files/boa_plates/plate-282-white-winged-silvery-gull.jpg,
283,Wandering Shearwater,Male.,https://www.audubon.org/sites/default/files/boa_plates/plate-283-wandering-shearwater.jpg,
284,Purple Sandpiper,1. Male Summer plumage. 2. Female Winter. 3. Charadrius Wilsonius.,https://www.audubon.org/sites/default/files/boa_plates/plate-284-purple-sandpiper.jpg,
285,Fork-tailed Gull,1. Male Summer plumage. 2. Tringa arenaria Male Spring plumage.,https://www.audubon.org/sites/default/files/boa_plates/plate-285-fork-tailed-gull.jpg,
286,White-fronted Goose,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-286-white-fronted-goose.jpg,
287,Ivory Gull,1. Adult Male. 2. Young Second Autumn.,https://www.audubon.org/sites/default/files/boa_plates/plate-287-ivory-gull.jpg,
288,Yellow Shank,Male Summer plumage | View in South Carolina.,https://www.audubon.org/sites/default/files/boa_plates/plate-288-yellow-shank.jpg,
289,Solitary Sandpiper,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-289-solitary-sandpiper.jpg,
290,Red backed Sandpiper,1. Summer plumage. 2. Winter plumage.,https://www.audubon.org/sites/default/files/boa_plates/plate-290-red-backed-sandpiper.jpg,
291,Herring Gull,1. Adult Male Spring plumage. 2. Young in November. | Raccoon Oysters & View of the entrance into St Augustine.,https://www.audubon.org/sites/default/files/boa_plates/plate-291-herring-gull.jpg,
292,Crested Grebe,"Adult Male spring plumage, 1. Young first Winter.",https://www.audubon.org/sites/default/files/boa_plates/plate-292-crested-grebe.jpg,
293,Large billed Puffin,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-293-large-billed-puffin.jpg,
294,Pectoral Sandpiper,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-294-pectoral-sandpiper.jpg,
295,Manks Shearwater,Male Bird.,https://www.audubon.org/sites/default/files/boa_plates/plate-295-manks-shearwater.jpg,
296,Barnacle Goose,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-296-barnacle-goose.jpg,
297,Harlequin Duck,1. Old Male. 2. Female. 3. Young Male third Year.,https://www.audubon.org/sites/default/files/boa_plates/plate-297-harlequin-duck.jpg,
298,Red-necked Grebe,1. Adult Male spring plumage. 2. Winter plumage.,https://www.audubon.org/sites/default/files/boa_plates/plate-298-red-necked-grebe.jpg,
299,Dusky Petrel,Male in Spring.,https://www.audubon.org/sites/default/files/boa_plates/plate-299-dusky-petrel.jpg,
300,Golden Plover,1. Summer plumage. 2. Winter. 3. Variety in March.,https://www.audubon.org/sites/default/files/boa_plates/plate-300-golden-plover.jpg,
301,Canvas backed Duck,1. 2. Male. 3. Female. | View of Baltimore.,https://www.audubon.org/sites/default/files/boa_plates/plate-301-canvas-backed-duck.jpg,
302,Dusky Duck,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-302-dusky-duck.jpg,
303,Bartram Sandpiper,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-303-bartram-sandpiper.jpg,
304,Turn-stone,1. Summer plumage. 2. Winter.,https://www.audubon.org/sites/default/files/boa_plates/plate-304-turn-stone.jpg,
305,Purple Gallinule,Adult Male spring plumage.,https://www.audubon.org/sites/default/files/boa_plates/plate-305-purple-gallinule.jpg,
306,"Great Northern Diver, or Loon","Adult, 1. Young in Winter, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-306-great-northern-diver-or-loon.jpg,
307,"Blue Crane, or Heron",1. Adult Male spring plumage. 2. Young second Year. | View near Charlestone S. C.,https://www.audubon.org/sites/default/files/boa_plates/plate-307-blue-crane-or-heron.jpg,
308,"Tell-tale Godwit, or Snipe",Male 1. F. 2. View in East Florida.,https://www.audubon.org/sites/default/files/boa_plates/plate-308-tell-tale-godwit-or-snipe.jpg,
309,Great Tern,Male Spring Plumage.,https://www.audubon.org/sites/default/files/boa_plates/plate-309-great-tern.jpg,
310,Spotted Sandpiper,"1. Adult Male. 2. Female. | View on Bayou Sarah, Louisiana.",https://www.audubon.org/sites/default/files/boa_plates/plate-310-spotted-sandpiper.jpg,
311,American White Pelican,Male Adult.,https://www.audubon.org/sites/default/files/boa_plates/plate-311-american-white-pelican.jpg,
312,Long-tailed Duck,"1. Male, Summer plumage. 2. Male Winter. 3. Female Young.",https://www.audubon.org/sites/default/files/boa_plates/plate-312-long-tailed-duck.jpg,
313,Blue-Winged Teal,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-313-blue-winged-teal.jpg,
314,Black-headed Gull,Adult Male Spring Plumage 1. Young first Autumn 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-314-black-headed-gull.jpg,
315,Red-breasted Sandpiper,Summer Plumage 1. Winter 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-315-red-breasted-sandpiper.jpg,
316,Black-bellied Darter,,https://www.audubon.org/sites/default/files/boa_plates/plate-316-black-bellied-darter.jpg,
317,"Black, or Surf Duck",Male Adult 1. _ Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-317-black-or-surf-duck.jpg,
318,American Avocet,Young in first Winter Plumage 1. | Adult 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-318-american-avocet.jpg,
319,Lesser Tern,Adult Spring Plumage 1. Young in Sepr. 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-319-lesser-tern.jpg,
320,Little Sandpiper,Male Adult Summer plumage 1. F. 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-320-little-sandpiper.jpg,
321,Roseate Spoonbill,Male Adult.,https://www.audubon.org/sites/default/files/boa_plates/plate-321-roseate-spoonbill.jpg,
322,Red-headed Duck,Male 1. _ Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-322-red-headed-duck.jpg,
323,"Black Skimmer, or Shearwater",Male.,https://www.audubon.org/sites/default/files/boa_plates/plate-323-black-skimmer-or-shearwater.jpg,
324,Bonapartian Gull,"Male Spring Plumage, 1. Female, 2. | Young first Autumn, 3.",https://www.audubon.org/sites/default/files/boa_plates/plate-324-bonapartian-gull.jpg,
325,Buffel-headed Duck,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-325-buffel-headed-duck.jpg,
326,Gannet,"Adult Male 1. Young first Winter 2. | Gannet Rock, Gulph of St. Lawrence.",https://www.audubon.org/sites/default/files/boa_plates/plate-326-gannet.jpg,
327,Shoveller Duck,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-327-shoveller-duck.jpg,
328,Long-legged Avocet,Male.,https://www.audubon.org/sites/default/files/boa_plates/plate-328-long-legged-avocet.jpg,
329,Yellow-breasted Rail,"Male Adult, Spring.",https://www.audubon.org/sites/default/files/boa_plates/plate-329-yellow-breasted-rail.jpg,
330,Ring Plover,Adult Male 1. Young in August 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-330-ring-plover.jpg,
331,Goosander,"Male, 1. Female, 2. | Cohoes Falls. State of New York.",https://www.audubon.org/sites/default/files/boa_plates/plate-331-goosander.jpg,
332,Pied Duck,"Male Adult, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-332-pied-duck.jpg,
333,Green Heron,"Adult Male, 1. Young in September, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-333-green-heron.jpg,
334,Black-bellied Plover,"Adult Male, Spring Plumage, 1. Young in Autumn, 2. | Nestling, 3.",https://www.audubon.org/sites/default/files/boa_plates/plate-334-black-bellied-plover.jpg,
335,Red-breasted Snipe,Spring Plumage 1. Winter 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-335-red-breasted-snipe.jpg,
336,Yellow-Crowned Heron,"Adult Male Spring Plumage, 1. | Young in October, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-336-yellow-crowned-heron.jpg,
337,American Bittern,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-337-american-bittern.jpg,
338,Bemaculated Duck,,https://www.audubon.org/sites/default/files/boa_plates/plate-338-bemaculated-duck.jpg,
339,Little Auk,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-339-little-auk.jpg,
340,Least Stormy-Petrel,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-340-least-stormy-petrel.jpg,
341,Great Auk,,https://www.audubon.org/sites/default/files/boa_plates/plate-341-great-auk.jpg,
342,Golden-Eye Duck,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-342-golden-eye-duck.jpg,
343,Ruddy Duck,"Male adult, 1. Female adult, 2. Young Male second spring, 3. Young 1st autumn, 4.",https://www.audubon.org/sites/default/files/boa_plates/plate-343-ruddy-duck.jpg,
344,Long-legged Sandpiper,Spring plumage. 1. Winter. 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-344-long-legged-sandpiper.jpg,
345,American Widgeon,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-345-american-widgeon.jpg,
346,Black-Throated Diver,Male 1. Female 2. Young in October. 3.,https://www.audubon.org/sites/default/files/boa_plates/plate-346-black-throated-diver.jpg,
347,"Smew, or White Nun","Male 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-347-smew-or-white-nun.jpg,
348,Gadwall Duck,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-348-gadwall-duck.jpg,
349,Least Water-hen,1. Male. 2. Young Adult.,https://www.audubon.org/sites/default/files/boa_plates/plate-349-least-water-hen.jpg,
350,Rocky Mountain Plover,Adult Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-350-rocky-mountain-plover.jpg,
351,Great Cinereous Owl,Female Adult.,https://www.audubon.org/sites/default/files/boa_plates/plate-351-great-cinereous-owl.jpg,
352,Black-Winged Hawk,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-352-black-winged-hawk.jpg,
353,"Chestnut-backed Titmouse, Black-capt Titmouse, and Chestnut-crowned Titmouse","Chesnut-backed Titmouse, 1. Male, 2. Female. | Black-capt Titmouse, 3. Male, 4. Female. | Chesnut-crowned Titmouse, 5. Male, 6. Female. | (and Nest.) | Willow Oak ~ Quercus Phellos. L.",https://www.audubon.org/sites/default/files/boa_plates/plate-353-chesnut-backed-titmouse.jpg,
354,Louisiana Tanager and Scarlet Tanager,"Louisiana Tanager, 1 & 2. Males Spring Plumage. | Scarlet Tanager, 3. Old Male, Spring Plumage. 4. Old Female Do. Do. | Plant, Laurus Carolinensis.",https://www.audubon.org/sites/default/files/boa_plates/plate-354-louisiana-tanager.jpg,
355,MacGillivray's Finch,,https://www.audubon.org/sites/default/files/boa_plates/plate-355-macgillivrays-finch.jpg,
356,Marsh Hawk,,https://www.audubon.org/sites/default/files/boa_plates/plate-356-marsh-hawk.jpg,
357,American Magpie,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-357-american-magpie.jpg,
358,Pine Grosbeak,"Male Adult, Spring Plumage, 1. Female, 2. Young first Winter, 3.",https://www.audubon.org/sites/default/files/boa_plates/plate-358-pine-grosbeak.jpg,
359,"Arkansaw Flycatcher, Swallow-Tailed Flycatcher, Says Flycatcher","Arkansaw Flycatcher, 1. Male. 2. Female. | Swallow-Tailed Flycatcher, 3. Male. | Says Flycatcher, 4. Male. 5. Female.",https://www.audubon.org/sites/default/files/boa_plates/plate-359-arkansaw-flycatcher.jpg,
360,Winter Wren and Rock Wren,"Winter Wren, Male 1. Female 2. Young in Autumn 3. | Rock Wren, Female 4.",https://www.audubon.org/sites/default/files/boa_plates/plate-360-winter-wren.jpg,
361,Winter Wren and Rock Wren,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-361-long-tailed-or-dusky-grous.jpg,
362,"Long-tailed, or Dusky Grous","1. Yellow-billed Magpie. | 2. Stellers Jay. | 3. Ultramarine Jay. | 4. 5. Clarks Crow. | Plant, Platanus racemosus. Nuttall. | Acorn of Quercus macrocarpa. Mich.",https://www.audubon.org/sites/default/files/boa_plates/plate-362-yellow-billed-magpie.jpg,
363,"Yellow-Billed Magpie, Stellers Jay, Ultramarine Jay, Clark's Crow",Male 1. Female. 2. | Pyrus Americanus Canadian Service Tree,https://www.audubon.org/sites/default/files/boa_plates/plate-363-bohemian-chatterer.jpg,
364,Bohemian Chatterer,"Male adult, 1. 2. Female adult, 3. Young F. 4. | New Foundland alder.",https://www.audubon.org/sites/default/files/boa_plates/plate-364-white-winged-crossbill.jpg,
365,White-winged Crossbill,"Male Spring Plumage, 1. Male in Winter, 2. Female, 3.",https://www.audubon.org/sites/default/files/boa_plates/plate-365-lapland-long-spur.jpg,
366,Lapland Long-spur,,https://www.audubon.org/sites/default/files/boa_plates/plate-366-iceland-or-jer-falcon.jpg,
367,"Iceland, or Jer Falcon",1. Male. 2. Female. | Plant Nuttall Cornel. | Cornus Nuttallii. Aud.,https://www.audubon.org/sites/default/files/boa_plates/plate-367-band-tailed-pigeon.jpg,
368,Band-tailed Pigeon,"Male in Winter, 1. Female Summer Plumage, 2. Young in August, 3.",https://www.audubon.org/sites/default/files/boa_plates/plate-368-rock-grous.jpg,
